WESTCHESTER SQ,FR16,5873.0
THIRTY ST,SU16,5048.93090523
GRAND-NEWTOWN,TU8,24686.0
4 AV-9 ST,FR4,1546.0
BROOKLYN BRIDGE,WE4,4796.77272727
CRESCENT ST,MO4,6118.5
BRIARWOOD,TU8,5410.0
PELHAM PKWY,SU8,4500.25
OZONE PK LEFFRT,MO12,4021.0
110 ST,FR4,8242.0
AVENUE I,FR8,1687.75
MYRTLE-WILLOUGH,SU16,2485.25
FLATBUSH AV-B.C,TH4,24833.0
CORTLANDT ST,MO4,1413.5
GRAHAM AV,SU4,816.0
18 AV,TU20,2770.0
231 ST,SA20,1718.0
2 AV,MO16,15335.0
SUTPHIN-ARCHER,SA12,16484.0
9 AV,WE16,3408.0
174 ST,TH16,4655.25
75 ST-ELDERTS,WE12,3007.0
ST. GEORGE,SA16,4634.0
AQUEDUCT N.COND,MO16,511.0
59 ST COLUMBUS,MO20,41711.0
55 ST,WE4,1611.0
34 ST-HUDSON YD,TH4,1314.0
46 ST,SU4,1892.5
CASTLE HILL AV,WE12,5216.0
NEW LOTS,TH0,860.0
THIRTY THIRD ST,MO16,34691.7412566
CATHEDRAL PKWY,MO20,8538.75
176 ST,MO4,5961.0
NEWARK C,TH20,228.143320106
CYPRESS HILLS,TH12,1036.0
149/GRAND CONC,SA8,5848.0
BAY 50 ST,FR0,225.25
110 ST,TU16,12678.0
PRINCE ST,SA4,510.0
NEW LOTS,TU16,3540.5
INWOOD-207 ST,FR8,10466.5
TWENTY THIRD ST,WE20,8734.29605769
34 ST-PENN STA,SA8,54496.0322204
181 ST,SA16,11373.0
BEDFORD PK BLVD,SU16,4672.30209188
14TH STREET,MO8,4228.27073239
5 AV/59 ST,SU12,12196.0
MYRTLE AV,TU4,12306.25
BRIGHTON BEACH,SU20,2680.0
WINTHROP ST,TU0,458.25
BOROUGH HALL,SU0,2057.0
UTICA AV,SU12,10307.75
9TH STREET,SA0,2001.8380291
72 ST,WE4,26869.5
116 ST-COLUMBIA,TH0,1227.25
46 ST,SU12,5316.25
81 ST-MUSEUM,WE4,5722.5
THIRTY ST,WE0,1687.52070106
FAR ROCKAWAY,SA12,3261.0
DELANCEY/ESSEX,TU8,18678.75
METROPOLITAN AV,MO20,6068.25
GRD CNTRL-42 ST,FR16,210834.0
SUTTER AV,TU0,577.0
UNION ST,SA20,2565.0
AVENUE U,SA20,2371.5
MORISN AV/SNDVW,WE4,10070.4
KEW GARDENS,SU4,4576.75
MOSHOLU PKWY,FR16,7394.75
96 ST,WE16,84096.0
225 ST,TH20,1284.5
MARBLE HILL-225,MO12,4756.0
BAY RIDGE AV,TH4,10893.0
2 AV,SA20,12020.0
5 AV/59 ST,SU0,2065.5
BURKE AV,WE20,909.5
14 ST,FR8,36064.25
SIMPSON ST,TH4,8881.0
PAVONIA/NEWPORT,WE0,1008.3917328
MARBLE HILL-225,TU8,5643.0
190 ST,SU12,3410.0
CASTLE HILL AV,MO0,344.0
63 DR-REGO PARK,SA20,4873.0
125 ST,MO16,73405.375
3 AV 138 ST,MO20,2215.25
HIGH ST,TH0,394.0
E 149 ST,FR20,1320.75
GRANT AV,TH16,3390.0
82 ST-JACKSON H,SA0,1292.0
WESTCHESTER SQ,TU4,6151.0
86 ST,MO20,39969.5
SMITH-9 ST,SA12,4203.5
NECK RD,SA20,644.0
PROSPECT PARK,WE16,6889.0
33 ST,TH16,46169.0096154
JUNIUS ST,WE16,2417.0
PELHAM PKWY,SU12,5353.25
14 ST-UNION SQ,TU0,16189.5
EASTCHSTER/DYRE,FR20,869.5
BERGEN ST,TU20,6418.0
GREENPOINT AV,SU16,4375.0
CLASSON AV,SA4,635.0
MYRTLE AV,TU12,9703.25
190 ST,SU20,677.0
HUNTS POINT AV,WE20,3462.5
PRESIDENT ST,TH20,990.0
THIRTY THIRD ST,TH4,9050.55744661
UTICA AV,FR8,17051.5352652
33 ST,MO4,8671.0
PAVONIA/NEWPORT,SU16,7328.92572941
169 ST,FR16,6843.0
168 ST,WE20,8468.0
46 ST,WE8,10792.0
HEWES ST,SA16,1525.5
MYRTLE-WYCKOFF,TH4,19971.0
BAY RIDGE-95 ST,FR8,6042.0
JOURNAL SQUARE,MO16,11132.9589807
5 AVE,TU0,839.0
81 ST-MUSEUM,FR12,19100.75
DYCKMAN ST,FR12,12316.0
BLEECKER ST,TH16,21770.0
BEACH 105 ST,MO0,28.75
4 AV-9 ST,SA4,457.0
175 ST,SA0,452.0
PARKSIDE AV,MO16,2668.25
BRIGHTON BEACH,SA16,8290.0
FOREST AVE,MO0,216.75
CLARK ST,FR20,2680.0
51 ST,WE4,2438.5
STERLING ST,TU8,8684.0
LAFAYETTE AV,TH16,5360.5
GRAND-NEWTOWN,TU16,10451.0
SMITH-9 ST,TH0,87.0
104 ST,SU12,1773.0
181 ST,MO4,18313.0
HALSEY ST,FR4,17132.5
BROAD ST,MO4,747.5
GUN HILL RD,MO12,9844.25
3 AV-149 ST,TH16,23645.0
BEACH 44 ST,TU0,68.0
BLEECKER ST,FR12,13668.0
59 ST,SU16,50162.6666667
LONGWOOD AV,MO4,3106.5
MARCY AV,FR16,12940.5
15 ST-PROSPECT,FR0,241.125
14TH STREET,MO20,6543.50762098
68ST-HUNTER CO,MO12,30198.6699179
KINGSBRIDGE RD,TH0,2201.5
75 AV,SA16,1528.0
SPRING ST,MO12,18889.0
COURT SQ,FR20,3518.0
YORK ST,FR8,5979.5
28 ST,MO16,63521.9761905
QUEENS PLAZA,FR12,14718.375
15 ST-PROSPECT,MO8,5595.875
PELHAM BAY PARK,MO16,4981.0
ST LAWRENCE AV,TH8,4716.0
EUCLID AV,TH12,10097.0
W 8 ST-AQUARIUM,FR16,3036.0
ST LAWRENCE AV,MO8,4289.0
HIGH ST,WE0,363.0
AVENUE U,FR0,869.75
FLATBUSH AV-B.C,WE16,12028.0
49 ST,TH20,26170.0
46 ST BLISS ST,FR4,12200.0
WALL ST,SA8,8694.62086999
BEACH 44 ST,MO8,649.0
HALSEY ST,MO8,16771.5
GATES AV,MO0,612.5
4 AV-9 ST,MO20,1561.0
167 ST,FR8,21186.0
BOWERY,WE0,833.0
NEWARK HM HE,SA20,1364.89799151
52 ST,MO8,6447.75
JACKSON AV,SU4,934.0
EASTCHSTER/DYRE,SU12,294.75
74 ST-BROADWAY,SA12,3518.0
FRESH POND RD,FR8,6529.20962733
QUEENS PLAZA,TH16,14526.75
TIMES SQ-42 ST,WE12,71944.0
JUNCTION BLVD,WE12,14470.0
BEACH 60 ST,MO20,597.0
55 ST,MO8,2012.0
JACKSON AV,WE12,5898.75
PAVONIA/NEWPORT,SA8,8700.34383445
BEDFORD AV,FR16,25821.0
57 ST,TH8,5827.5
33 ST-RAWSON ST,TU0,322.0
103 ST-CORONA,SU20,3855.0
183 ST,MO16,3900.0
174-175 STS,SU4,1483.0
GRAND-NEWTOWN,MO4,15378.0
5 AV/53 ST,SA0,1100.5
GREENPOINT AV,SA8,4490.0
ROCKAWAY PARK B,TU0,95.5
28 ST,MO8,25200.5995631
UTICA AV,WE16,11407.05
GRANT AV,FR16,3768.0
ASTORIA BLVD,SU12,7452.0
75 AV,SA20,746.0
HUNTS POINT AV,TH20,3392.75
182-183 STS,FR8,5831.0
4AV-9 ST,FR16,9460.0
BEVERLY RD,TU20,1082.0
CHAMBERS ST,WE0,4097.3493602
77 ST,FR16,42405.75
ELDER AV,TH8,6711.75
NEW LOTS AV,SA20,1538.0
80 ST,SA8,2607.75
VAN SICLEN AV,TH16,5104.5
BUHRE AV,TU8,3864.5
WOODLAWN,FR16,6360.0
23 ST,TH12,108366.0
CHURCH AV,SA4,11735.0
219 ST,SA16,1720.25
57 ST-7 AV,SA4,1660.0
BEDFORD-NOSTRAN,WE0,443.0
CROWN HTS-UTICA,MO8,31151.0
PRINCE ST,TU12,14460.0
NEVINS ST,MO4,2443.0
183 ST,FR0,406.0
BOTANIC GARDEN,TU8,1170.5
77 ST,TU4,28480.0
LACKAWANNA,WE20,1037.97776742
169 ST,FR0,312.0
57 ST,TH20,14073.75
LAFAYETTE AV,WE16,5297.25
V.CORTLANDT PK,FR20,1673.125
PARKSIDE AV,SU16,2744.0
QUEENS PLAZA,WE20,5081.5
KINGS HWY,FR12,22681.9
ASTORIA DITMARS,WE16,10074.0
46 ST,TH20,2299.85804786
4AV-9 ST,SA16,5858.0
NEWARK BM BW,TH12,5950.41313986
METROPOLITAN AV,FR4,9883.25
PROSPECT AV,TH4,11429.75
138/GRAND CONC,MO0,241.0
23 ST,SU12,50274.25
57 ST,SU16,9138.25
53 ST,SU8,3678.0
OZONE PK LEFFRT,TH4,15455.0
47-50 STS ROCK,FR20,21531.0
8 ST-NYU,SU12,10830.0
HUNTERS PT AV,SA4,969.75
BEDFORD AV,MO16,22212.0
71 ST,MO0,145.0
75 ST-ELDERTS,TH16,1822.0
231 ST,FR4,9448.0
169 ST,SU16,3433.0
HOYT-SCHER,SU20,3117.0
AQUEDUCT RACETR,SU4,710.0
81 ST-MUSEUM,TH20,10133.25
BEVERLEY ROAD,WE16,1722.0
59 ST,TU0,4931.66666667
20 AV,WE12,4559.25
NORTHERN BLVD,WE12,6194.0
FORDHAM RD,TH20,9255.0
174 ST,TU20,1920.0
75 ST-ELDERTS,TU20,825.0
3 AV-149 ST,FR12,32559.0
NEPTUNE AV,TH4,2071.5
75 ST-ELDERTS,WE8,3996.0
LAFAYETTE AV,MO0,753.25
BAY PKWY,TU12,15247.5
238 ST,TU20,1068.25
NEVINS ST,TU12,11444.0
ROOSEVELT ISLND,TU8,9909.0
NEWKIRK PLAZA,TU20,2520.25
CYPRESS AV,TU20,1535.75
3 AV,WE20,7595.0
ZEREGA AV,FR20,480.5
BLEECKER ST,SA16,12919.0
PELHAM BAY PARK,SU20,2748.0
CHAMBERS ST,TU0,3733.08038941
42 ST-PORT AUTH,FR8,91123.2052402
NEWARK C,SA8,442.455983019
CROWN HTS-UTICA,TH8,38832.0
ROCKAWAY BLVD,WE20,2277.5
NORWOOD AV,FR20,699.90625
NEWARK BM BW,SU16,2550.23293213
219 ST,WE4,5043.5
HUNTERS PT AV,WE16,6520.25
ALABAMA AV,MO0,345.5
ASTOR PL,TH4,8453.0
3 AV-149 ST,MO4,16173.0
TWENTY THIRD ST,SA16,4243.10623085
SUTTER AV,WE20,1576.0
3 AV 138 ST,SA0,678.5
HOWARD BCH JFK,FR20,2033.5
137 ST CITY COL,TU16,11034.75
42 ST-PORT AUTH,WE0,13662.0
163 ST-AMSTERDM,TU8,4824.5
CONEY IS-STILLW,TU8,12006.5
ATL AV-BARCLAY,TU0,2415.0
BROAD CHANNEL,TH20,51.0
49 ST,WE8,14077.0
CHAMBERS ST,TH8,44659.0413213
HARRISON,TH12,4233.40468913
116 ST-COLUMBIA,TU20,8074.75
GRAND-NEWTOWN,SA20,3523.0
UNION ST,FR12,4555.0
BEVERLY RD,SU0,228.0
WILSON AV,SA12,1583.0
3 AV,WE12,5727.0
HALSEY ST,SA0,1481.5
191 ST,TU8,9538.0
EAST BROADWAY,MO20,4996.0
BAY PKWY,SU12,11047.75
BLEECKER ST,SA4,1377.0
5 AV/53 ST,WE8,7542.0
CHRISTOPHER ST,SU0,6389.07579365
AVENUE H,MO12,2078.33333333
CASTLE HILL AV,MO4,7507.0
RALPH AV,TU12,4864.5
42 ST-BRYANT PK,FR16,81369.0
ROCKAWAY BLVD,TH16,4338.0
ROCKAWAY AV,SU16,4191.79464286
LEXINGTON AV/53,SU16,9796.0
21 ST-QNSBRIDGE,TH4,5816.0
PARK PLACE,WE16,10451.75
BEACH 98 ST,WE4,739.25
14TH STREET,SA4,1211.08796296
JAMAICA VAN WK,SU16,1699.75
ST. GEORGE,SA20,3120.0
JOURNAL SQUARE,TH16,12011.9022872
181 ST,SA20,5960.65
PELHAM PKWY,MO4,11842.75
33 ST-RAWSON ST,SU16,2136.0
JEFFERSON ST,SA16,8528.0
BROOK AV,TU8,5452.88091787
34 ST-HUDSON YD,MO12,7638.0
74 ST-BROADWAY,MO4,1269.0
CORTLANDT ST,TU0,701.5
36 ST,SU0,1774.0
46 ST,TH4,11326.0
BROAD CHANNEL,FR20,54.0
ROCKAWAY BLVD,FR12,5680.75
MYRTLE-WYCKOFF,WE8,24299.0
NEVINS ST,TH8,9309.0
FORDHAM RD,WE20,9950.0
FOREST AVE,SU0,210.5
ELDER AV,TU0,881.25
45 ST,TU8,6754.0
137 ST CITY COL,SA12,12684.75
174 ST,TU16,4607.5
LONGWOOD AV,WE8,3081.91893424
GRAND ARMY PLAZ,MO20,2075.0
161/YANKEE STAD,FR16,19210.6916667
ROCKAWAY AV,SA4,3994.90178571
57 ST,TU0,1590.7426557
COURT SQ,SA8,4340.0
PATH WTC,WE4,14451.5808475
ROOSEVELT ISLND,WE12,5797.0
PATH WTC 2,FR20,346.60218254
KOSCIUSZKO ST,FR0,678.75
RIT-MANHATTAN,MO20,3207.75
HEWES ST,TU4,2301.0
ASTORIA BLVD,MO20,2387.0
NASSAU ST,FR4,5548.0
TREMONT AV,TH8,8247.48753574
HIGH ST,SU12,3809.0
155 ST,FR20,1981.5
BUSHWICK AV,TH8,2902.0
QUEENS PLAZA,MO4,3118.25
BRIGHTON BEACH,WE12,15309.0
BRIARWOOD,SU20,597.0
AQUEDUCT N.COND,WE8,1046.5
137 ST CITY COL,FR12,14122.75
PELHAM BAY PARK,MO20,2323.0
WHITLOCK AV,WE20,573.0
BROOKLYN BRIDGE,WE20,10633.1363636
ASTORIA DITMARS,WE0,615.0
PRINCE ST,FR20,8160.0
149/GRAND CONC,MO16,13680.3333333
ST LAWRENCE AV,FR8,4745.0
PRINCE ST,SA16,24484.0
176 ST,WE4,7132.0
DELANCEY/ESSEX,FR20,14521.0
MONTROSE AV,MO8,8395.0
207 ST,MO0,390.0
CANARSIE-ROCKAW,MO0,1482.5
155 ST,TH0,779.25
THIRTY THIRD ST,TH16,39540.5362552
MARBLE HILL-225,WE16,4924.0
WHITEHALL S-FRY,MO8,8154.46916732
183 ST,SA8,4755.0
NORTHERN BLVD,MO8,5566.90517241
BUSHWICK AV,TH12,1717.0
238 ST,TU4,6650.75
DELANCEY/ESSEX,MO4,12598.5
MORRIS PARK,FR16,1095.5
GATES AV,SU12,4454.75
14 ST-UNION SQ,MO8,37107.65
JAMAICA CENTER,TH12,30549.0
DEKALB AV,SU8,14661.0
ALLERTON AV,TU0,744.25
BEACH 67 ST,WE0,206.0
CHAMBERS ST,MO4,9846.0063141
VAN SICLEN AV,TU12,6854.0
BAY RIDGE-95 ST,TU0,115.0
MONTROSE AV,SA12,6270.0
HALSEY ST,TU20,3971.0
ELMHURST AV,WE4,14575.0
167 ST,TU16,14052.0
50 ST,SU8,17396.0
BEACH 36 ST,TU20,263.0
47-50 STS ROCK,TU20,33359.0
NEREID AV,TU12,2891.5
CLEVELAND ST,WE12,2683.5
BUSHWICK AV,SU12,1851.5
169 ST,TH0,345.0
MYRTLE AV,TH4,11994.75
191 ST,TH16,6663.0
174-175 STS,MO12,4205.0
163 ST-AMSTERDM,TH4,5354.75
MIDDLETOWN RD,SA16,626.25
BEACH 60 ST,FR4,3691.0
46 ST,TU16,5842.75
MORRIS PARK,TH12,1782.0
INTERVALE AV,FR4,3288.75
CORTLANDT ST,MO20,6175.75
CYPRESS HILLS,MO16,807.0
NEW LOTS,TH12,4063.25
18 AV,TH4,15399.5
30 AV,TU4,11327.0
116 ST,SU8,17107.5
GRAND-NEWTOWN,MO20,3140.0
15 ST-PROSPECT,FR12,5096.75
RECTOR ST,WE12,14515.0
BEACH 67 ST,WE20,693.0
NORTHERN BLVD,MO16,4800.0
NEWARK BM BW,SA0,693.13531746
34 ST-HUDSON YD,TU0,525.0
FULTON ST,TH4,21636.5
ORCHARD BEACH,TH0,0.0
GRANT AV,TU16,3154.0
233 ST,WE12,4347.5
AVENUE U,TU12,9070.25
NEWARK HM HE,SA4,2784.17271495
LONGWOOD AV,TH4,3687.75
BAY RIDGE-95 ST,WE20,823.0
HOUSTON ST,WE20,11328.0
BROADWAY,TH20,5589.75
WESTCHESTER SQ,FR0,290.0
FAR ROCKAWAY,WE16,4466.0
AVENUE M,TH8,7017.0
GRAND ARMY PLAZ,SU4,397.0
KEW GARDENS,SA4,6798.125
WORLD TRADE CTR,TU20,5470.0
BROAD CHANNEL,MO4,458.25
NASSAU ST,WE8,12915.0
59 ST COLUMBUS,SU8,19499.0
MORISN AV/SNDVW,SA20,1893.0
225 ST,FR12,3695.0
CHURCH AV,MO0,1835.5
34 ST-HUDSON YD,MO20,3425.0
47-50 STS ROCK,WE8,13349.0
75 ST-ELDERTS,MO4,4780.0
FRANKLIN AV,WE0,1159.75
CASTLE HILL AV,SU4,1395.0
191 ST,TU20,2351.0
46 ST,MO8,8387.33975026
46 ST,MO16,5170.5
AVENUE M,FR8,6613.33333333
ALLERTON AV,FR12,4873.5
CITY / BUS,FR4,15685.435425
FT HAMILTON PKY,TU8,13090.0
HOWARD BCH JFK,MO16,4596.5
BOWLING GREEN,SU8,4718.0
125 ST,TH12,75309.25
CENTRAL AV,SA12,1901.0
THIRTY THIRD ST,SA8,5065.41873149
33 ST-RAWSON ST,WE8,7253.0
PARKCHESTER,SU0,1400.0
LIVONIA AV,TH8,8703.09090909
SIMPSON ST,FR8,9382.0
161/YANKEE STAD,TH20,26822.3666667
VERNON-JACKSON,TU12,9920.0
FREEMAN ST,SA0,499.75
2 AV,WE4,5219.0
52 ST,FR16,4645.25
COURT SQ,MO0,772.0
CLARK ST,TU20,3051.0
AVENUE U,WE4,15484.25
FRANKLIN AV,SA4,3760.0
BROAD ST,TU12,7864.0
145 ST,FR8,46761.0
TREMONT AV,MO4,11338.0
WORLD TRADE CTR,TU12,14795.0
HOUSTON ST,MO12,12368.25
TIMES SQ-42 ST,SU4,7012.0
ASTORIA DITMARS,SU20,3467.0
EASTCHSTER/DYRE,FR16,2087.5
81 ST-MUSEUM,SA20,5133.75
GRD CNTRL-42 ST,WE8,115536.924205
BRIARWOOD,MO8,5892.0
JAMAICA CENTER,WE12,30753.0
WHITLOCK AV,SA0,183.0
RECTOR ST,MO20,4168.0
FOREST AVE,MO4,5707.75
PATH WTC 2,MO12,529.223023845
FRANKLIN ST,SU20,1482.0
137 ST CITY COL,SU8,9575.0
190 ST,SU8,2466.0
5 AVE,SU16,6902.0
E 149 ST,FR4,5733.0
HOWARD BCH JFK,MO4,3331.5
MORGAN AV,SU0,2013.0
BEACH 105 ST,MO20,53.0
HOWARD BCH JFK,TU16,4270.5
21 ST-QNSBRIDGE,SU8,4638.0
8 ST-NYU,WE0,1548.0
149/GRAND CONC,MO12,13901.0
E 143/ST MARY'S,TH0,109.5
BROOK AV,MO0,633.0
BOWERY,MO0,694.0
W 8 ST-AQUARIUM,SA16,3698.0
67 AV,TU8,15651.0
ALABAMA AV,SU4,784.5
BROAD ST,SA4,343.25
47-50 STS ROCK,SA12,17779.0
GRANT AV,FR12,4914.0
E 149 ST,TH4,5811.75
81 ST-MUSEUM,WE20,11812.75
190 ST,MO16,3218.0
65 ST,TU16,1966.25
EAST 105 ST,TH12,3056.75
CLASSON AV,FR0,101.0
ROCKAWAY AV,WE12,10557.4620536
BAY 50 ST,WE4,4350.25
52 ST,SA8,4527.0
METS-WILLETS PT,FR20,9982.5
121 ST,WE16,2226.0
63 DR-REGO PARK,SU12,9830.0
14 ST,SA8,15837.0
219 ST,TU16,1889.25
90 ST-ELMHURST,TH20,4182.0
CONEY IS-STILLW,TU20,7368.0
CHAMBERS ST,SU0,4330.2821679
BROAD CHANNEL,FR16,162.875
BRIARWOOD,TH0,124.0
WILSON AV,TH4,2630.0
DYCKMAN ST,TU0,883.25
JOURNAL SQUARE,WE12,13538.0982579
36 ST,FR16,20511.5
AQUEDUCT RACETR,MO4,787.0
LORIMER ST,TH4,10964.5
86 ST,SU20,29595.25
BEACH 36 ST,SA0,87.0
FORDHAM RD,TH12,21771.0
FREEMAN ST,WE8,5105.88744853
FRANKLIN ST,SA0,591.0
BEVERLY RD,FR20,999.0
CLINTON-WASH AV,TH16,10606.75
JAMAICA 179 ST,SU16,5173.0
HOYT ST,TH12,8261.0
3 AV 138 ST,SU20,1547.25
GATES AV,FR4,6303.25
BEACH 67 ST,TU4,3887.0
MONTROSE AV,SU8,4000.0
SUTPHIN BLVD,WE8,4655.5
50 ST,SA12,27046.0
PATH WTC,TU12,28886.5846347
NEVINS ST,WE4,4712.0
20 AV,MO20,1499.25
PATH WTC 2,WE12,518.416298005
52 ST,SA16,3470.0
MONTROSE AV,FR20,2864.0
MT EDEN AV,WE20,2122.96
PATH WTC 2,SU20,394.819775132
FORDHAM RD,FR16,22297.0
JFK JAMAICA CT1,TU8,5997.12458336
GRAND ARMY PLAZ,WE12,5975.0
BOWLING GREEN,SA8,6165.0
NEW LOTS AV,TU12,4782.0
28 ST,SA8,16064.8095238
KINGSTON-THROOP,MO4,3816.0
JAY ST-METROTEC,SA0,3506.0
145 ST,FR16,32977.0
MT EDEN AV,SU4,1582.0
LIBERTY AV,FR4,3351.25
SUTTER AV-RUTLD,TH16,5892.0
BAY PKWY,TH0,1441.5
46 ST BLISS ST,FR20,3596.0
ROCKAWAY AV,MO0,890.757955075
51 ST,FR4,2038.0
HOYT-SCHER,SA0,1081.0
EUCLID AV,TH20,2426.0
OCEAN PKWY,MO16,2522.0
66 ST-LINCOLN,SU12,12352.25
BEACH 60 ST,WE16,1362.0
FLUSHING AV,FR8,10298.75
GUN HILL RD,WE8,13423.0
DELANCEY/ESSEX,WE8,19582.75
57 ST,TU12,14637.75
63 DR-REGO PARK,MO8,18788.0
DELANCEY/ESSEX,TU20,15889.75
MYRTLE-WYCKOFF,FR0,1155.0
FORDHAM RD,SA16,15459.0
CITY / BUS,WE20,3376.24113757
GRAND-NEWTOWN,SU4,3330.0
RECTOR ST,SU20,2435.0
WHITLOCK AV,WE8,1763.0
AVENUE X,MO20,540.0
E 180 ST,SU20,2286.5
175 ST,TU16,10585.0
BEVERLEY ROAD,TU4,3519.0
KINGSTON AV,SU16,2242.0
VAN SICLEN AVE,MO0,355.75
15 ST-PROSPECT,SA0,243.375
NORWOOD 205 ST,FR4,11596.75
42 ST-PORT AUTH,TU0,12273.5
ATL AV-BARCLAY,WE20,28616.0
52 ST,TH12,5467.25
225 ST,MO16,2455.75
5 AV/53 ST,FR4,1340.5
4 AV-9 ST,WE16,4761.0
NEWARK BM BW,SU20,2668.57997776
28 ST,TU20,34124.1845238
W 8 ST-AQUARIUM,TH0,69.0
AQUEDUCT RACETR,SU16,3218.0
GRD CNTRL-42 ST,TU16,261156.635088
BEACH 90 ST,MO20,325.0
71 ST,SA16,2268.0
BRIARWOOD,TU12,4398.0
PRINCE ST,MO8,5014.0
AVENUE M,WE12,7300.0
57 ST,MO20,9961.0
CANAL ST,SA8,17639.4176705
18 ST,SA16,6167.0
6 AV,TU4,771.0
AVENUE X,TU8,2968.0
MOSHOLU PKWY,SU12,4648.75
HOYT ST,TU16,12485.0
MORGAN AV,WE12,5958.0
125 ST,TH8,72975.25
AQUEDUCT RACETR,TH16,2843.0
59 ST,SA16,61139.0
CLINTON-WASH AV,WE16,10268.5
DYCKMAN ST,SA8,8758.25
WINTHROP ST,TH4,6874.0
KINGS HWY,TU0,814.25
157 ST,FR4,10141.0
CENTRAL AV,FR8,4638.75
E 180 ST,TU12,6145.5
55 ST,WE0,92.0
PROSPECT PARK,MO0,449.0
55 ST,TU20,552.0
33 ST-RAWSON ST,WE20,7014.0
NEW UTRECHT AV,MO16,3809.5
FULTON ST,WE8,46405.5
233 ST,SA8,2949.03998243
WILSON AV,SA16,1083.0
RIT-MANHATTAN,MO8,2151.5
18 ST,WE12,8997.0
CANARSIE-ROCKAW,WE0,1723.25
AVENUE P,FR4,3685.0
BEACH 44 ST,SA0,71.0
SIMPSON ST,FR16,8709.0
5 AV/59 ST,MO4,1505.5
71 ST,TH0,139.0
50 ST,TH0,5658.0
FRESH POND RD,SU16,1591.75
BAY 50 ST,TU8,3493.0
HARLEM 148 ST,TU4,4197.0
88 ST,TU12,1751.75
ATLANTIC AV,FR8,1596.0
72 ST,SA0,4939.75
E 149 ST,SA12,3260.0
FRESH POND RD,TU0,385.0
167 ST,MO0,1174.0
GUN HILL RD,SU4,2527.5
167 ST,TH16,14529.0
167 ST,TU12,16119.0
STEINWAY ST,TH12,12181.0
CATHEDRAL PKWY,TU20,9240.75
174-175 STS,SU16,2234.0
STERLING ST,FR12,4845.0
CATHEDRAL PKWY,WE8,18351.375
AVENUE U,MO0,692.5
COURT SQ-23 ST,MO8,6688.0
33 ST,SU4,1978.875
EAST 105 ST,TH8,4128.75
WHITLOCK AV,SU4,559.0
JAY ST-METROTEC,WE8,29865.0
2 AV,FR12,15001.0
BURNSIDE AV,SU0,692.0
JAMAICA 179 ST,SA20,4057.0
39 AV,WE12,2708.0
EASTCHSTER/DYRE,WE0,286.0
28 ST,FR8,31344.0238095
NEWKIRK AV,TU8,7383.89089843
PATH WTC,MO4,9340.49469612
96 ST,SA0,5859.75
167 ST,FR12,17466.0
W 8 ST-AQUARIUM,WE8,2585.0
NEWKIRK PLAZA,SA4,2873.75
NEREID AV,MO4,4434.75
NEVINS ST,TU4,2714.0
116 ST,TU8,32217.6425295
SHEEPSHEAD BAY,TU0,954.75
8 AV,MO8,25068.25
NORWOOD AV,SA12,2267.80625
HALSEY ST,TU16,9591.5
SIMPSON ST,MO16,7108.0
88 ST,SA12,1330.5
40 ST LOWERY ST,SU0,708.0
CHAMBERS ST,TU16,138754.92637
FRANKLIN ST,FR16,7715.75
CARROLL ST,TH20,4021.0
CANAL ST,SA4,4283.25
PARSONS BLVD,TU8,7137.0
COURT SQ-23 ST,SU20,894.0
157 ST,FR0,966.25
CROWN HTS-UTICA,SA16,13875.0
INWOOD-207 ST,TH16,6110.0
125 ST,WE0,7126.0
5 AV/59 ST,MO0,1345.5
EASTCHSTER/DYRE,WE20,827.0
BRIARWOOD,FR16,2666.0
ASTOR PL,SU8,3576.25
CHRISTOPHER ST,WE20,13788.5146038
BURKE AV,SA16,1703.75
JAMAICA 179 ST,SA12,9381.0
FLUSHING AV,SA4,2425.0
167 ST,SA12,14417.0
SUTTER AV-RUTLD,SU0,424.0
67 AV,MO12,6050.0
FREEMAN ST,SA16,2486.5
ASTORIA BLVD,SU20,2693.0
5 AVE,SA20,4335.0
NASSAU ST,WE16,9306.0
KEW GARDENS,TU4,24493.0
B'WAY-LAFAYETTE,FR20,14299.0
110 ST,FR20,3875.0
231 ST,FR12,6949.0
BERGEN ST,TU0,869.25
71 ST,FR12,3842.0
SPRING ST,SU16,16969.0
50 ST,WE8,33646.6666667
RIT-ROOSEVELT,SU12,5769.0
HOWARD BCH JFK,SU0,1014.0
JUNIUS ST,WE12,2378.0
NORWOOD AV,TH0,601.58125
WHITEHALL S-FRY,SU8,4936.0
WILSON AV,MO12,1432.0
NORWOOD 205 ST,WE20,2220.25
4AV-9 ST,MO12,6330.0
CHAUNCEY ST,TU8,3795.0
HOYT-SCHER,FR20,3937.0
SHEEPSHEAD BAY,SU20,2327.33333333
46 ST,MO20,2682.0
NEWKIRK AV,SA12,4387.75
KOSCIUSZKO ST,SU4,1748.0
MOSHOLU PKWY,TH16,7759.5
SHEPHERD AV,TU0,454.5
168 ST,SU20,6175.0
215 ST,TU20,837.0
5 AV/53 ST,WE20,19897.0
NORWOOD 205 ST,SA0,654.5
14 ST,MO4,9965.5
121 ST,TU16,2198.0
BURKE AV,TU16,1788.25
AVENUE I,SA4,486.0
FRESH POND RD,SA8,3174.5
TREMONT AV,TU12,7830.25
135 ST,WE12,18973.0
NEREID AV,SU16,1339.0
NEW UTRECHT AV,TH4,6155.25
GATES AV,TH12,6043.25
