STATION,SHIFT,COMB_SCORE,SCHOOLS,BUSINESS,TRAFFIC
23 ST,SA12,3.85296666667,8,31,64678.0
34 ST-PENN STA,MO12,3.8343554054,7,12,107061.324324
23 ST,MO20,3.77976666667,8,31,60286.0
14 ST-UNION SQ,FR16,3.7685375,5,7,140612.25
23 ST,MO8,3.76696666667,8,31,59518.0
34 ST-PENN STA,FR4,3.7443018018,7,12,101658.108108
23 ST,SU16,3.73420625,8,31,57552.375
34 ST-PENN STA,SA16,3.70347633634,7,12,99208.5801802
28 ST,FR16,3.69543531746,9,14,65726.1190476
GRD CNTRL-42 ST,MO12,3.67450535715,7,9,101970.321429
GRD CNTRL-42 ST,TH8,3.66335224023,7,9,101301.134414
GRD CNTRL-42 ST,FR8,3.65926764662,7,9,101056.058797
28 ST,MO16,3.65869960318,9,14,63521.9761905
34 ST-HERALD SQ,TH12,3.65185,7,12,96111.0
34 ST-HERALD SQ,WE12,3.64761666667,7,12,95857.0
34 ST-HERALD SQ,SA16,3.64106481481,7,12,95463.8888889
23 ST,SU12,3.61290416667,8,31,50274.25
GRD CNTRL-42 ST,TU8,3.59874800354,7,9,97424.8802125
34 ST-PENN STA,SU16,3.58847274775,7,12,92308.3648649
34 ST-HERALD SQ,TU12,3.58733333333,7,12,92240.0
23 ST,FR20,3.58278333333,8,31,48467.0
34 ST-PENN STA,MO4,3.58269234234,7,12,91961.5405405
34 ST-PENN STA,SA12,3.58010924925,7,12,91806.554955
GRD CNTRL-42 ST,WE20,3.57217916667,7,9,95830.75
47-50 STS ROCK,FR16,3.56726666667,6,3,119536.0
47-50 STS ROCK,MO16,3.56488333333,6,3,119393.0
GRD CNTRL-42 ST,TH20,3.5647625,7,9,95385.75
34 ST-HERALD SQ,TH8,3.54735,7,12,89841.0
28 ST,FR12,3.51673869048,9,14,55004.3214286
GRD CNTRL-42 ST,TU20,3.48922083333,7,9,90853.25
28 ST,TH12,3.47419883072,9,14,52451.9298432
28 ST,WE12,3.47404140121,9,14,52442.4840727
34 ST-HERALD SQ,WE8,3.47256666667,7,12,85354.0
34 ST-HERALD SQ,FR8,3.4546,7,12,84276.0
34 ST-HERALD SQ,TU8,3.45361666667,7,12,84217.0
28 ST,TU12,3.43946607143,9,14,50367.9642857
23 ST,SA20,3.43505416667,8,31,39603.25
GRD CNTRL-42 ST,MO8,3.43285047986,7,9,87471.0287914
34 ST-HERALD SQ,MO12,3.43071666667,7,12,82843.0
34 ST-PENN STA,SU12,3.42429954955,7,12,82457.972973
42 ST-BRYANT PK,TH16,3.3793,6,6,103758.0
42 ST-BRYANT PK,WE16,3.37723333333,6,6,103634.0
42 ST-BRYANT PK,TU16,3.36885,6,6,103131.0
42 ST-PORT AUTH,TH8,3.34921666667,6,6,101953.0
34 ST-HERALD SQ,TH20,3.34891666667,7,12,77935.0
34 ST-PENN STA,TH20,3.3421786036,7,12,77530.7162162
34 ST-HERALD SQ,SU16,3.33086666667,7,12,76852.0
14 ST-UNION SQ,FR12,3.32121666667,5,7,113773.0
34 ST-HERALD SQ,WE20,3.31466666667,7,12,75880.0
33 ST,WE16,3.31248301282,9,11,47248.9807692
42 ST-PORT AUTH,TU8,3.30751666667,6,6,99451.0
33 ST,TH16,3.29448349359,9,11,46169.0096154
23 ST,SU20,3.28991458333,8,31,30894.875
33 ST,TU16,3.28826666667,9,11,45796.0
34 ST-PENN STA,WE20,3.28608851351,7,12,74165.3108108
34 ST-HERALD SQ,MO8,3.27566666667,7,12,73540.0
28 ST,MO12,3.26912380952,9,14,40147.4285714
34 ST-PENN STA,TU20,3.24374932432,7,12,71624.9594595
34 ST-HERALD SQ,TU20,3.23685,7,12,71211.0
23 ST,SA8,3.23605416667,8,31,27663.25
34 ST-HERALD SQ,SA12,3.23596296296,7,12,71157.7777778
GRD CNTRL-42 ST,MO20,3.21660654762,7,9,74496.3928571
34 ST-PENN STA,MO20,3.21471846847,7,12,69883.1081081
28 ST,TH20,3.20540634921,9,14,36324.3809524
23 ST,WE4,3.20115416667,8,31,25569.25
FULTON ST,WE16,3.19799583333,3,0,146879.75
FULTON ST,TU16,3.19635416667,3,0,146781.25
FULTON ST,TH16,3.19299583333,3,0,146579.75
28 ST,WE20,3.19001825397,9,14,35401.0952381
23 ST,TH4,3.18622083333,8,31,24673.25
23 ST,TU4,3.17448333333,8,31,23969.0
28 ST,TU20,3.16873640873,9,14,34124.1845238
42 ST-PORT AUTH,FR8,3.16872008734,6,6,91123.2052402
33 ST,FR16,3.15131666667,9,11,37579.0
23 ST,FR4,3.14454583333,8,31,22172.75
59 ST COLUMBUS,WE16,3.14351666667,4,1,127111.0
42 ST-PORT AUTH,WE8,3.14348327018,6,6,89608.9962111
28 ST,TU8,3.13161727105,9,14,31897.0362627
33 ST,FR12,3.13072083333,9,11,36343.25
28 ST,TH8,3.12876021825,9,14,31725.6130952
23 ST,SU8,3.127375,8,31,21142.5
28 ST,FR8,3.12240039683,9,14,31344.0238095
28 ST,WE8,3.11733873975,9,14,31040.324385
TIMES SQ-42 ST,FR12,3.11631666667,6,6,87979.0
33 ST,MO16,3.11571526373,9,11,35442.9158239
23 ST,MO4,3.10278333333,8,31,19667.0
14 ST-UNION SQ,WE12,3.10155284705,5,7,100593.170823
33 ST,TH12,3.1008198718,9,11,34549.1923077
42 ST-PORT AUTH,WE16,3.09554166667,6,6,86732.5
34 ST-HERALD SQ,MO20,3.09415,7,12,62649.0
59 ST COLUMBUS,TH16,3.09158333333,4,1,123995.0
14 ST-UNION SQ,TH12,3.09023333333,5,7,99914.0
34 ST-PENN STA,SA20,3.08537675676,7,12,62122.6054054
59 ST COLUMBUS,TU16,3.08145,4,1,123387.0
33 ST,WE12,3.07972713124,9,11,33283.6278743
42 ST-PORT AUTH,TH16,3.0708875,6,6,85253.25
GRD CNTRL-42 ST,SA16,3.06891666667,7,9,65635.0
33 ST,TU12,3.06584166667,9,11,32450.5
42 ST-PORT AUTH,FR16,3.05683333333,6,6,84410.0
28 ST,MO20,3.05615873016,9,14,27369.5238095
42 ST-PORT AUTH,MO8,3.05605833333,6,6,84363.5
28 ST,SA16,3.0518859127,9,14,27113.1547619
TIMES SQ-42 ST,TH20,3.04878333333,6,6,83927.0
GRD CNTRL-42 ST,SA12,3.04803758606,7,9,64382.2551635
14 ST-UNION SQ,TU12,3.04349409716,5,7,97109.6458294
34 ST-PENN STA,FR20,3.03331486486,7,12,58998.8918919
28 ST,SA12,3.03030080376,9,14,25818.0482257
42 ST-PORT AUTH,TU16,3.02368333333,6,6,82421.0
28 ST,MO8,3.02000999272,9,14,25200.5995631
34 ST-PENN STA,SU20,3.01829594595,7,12,58097.7567568
34 ST-HERALD SQ,FR20,3.00808555555,7,12,57485.1333333
34 ST-HERALD SQ,SU12,3.0076,7,12,57456.0
42 ST-BRYANT PK,FR16,3.00615,6,6,81369.0
14 ST-UNION SQ,MO16,3.00505643728,5,7,94803.386237
GRD CNTRL-42 ST,WE4,3.00174583333,7,9,61604.75
TIMES SQ-42 ST,WE20,2.9932,6,6,80592.0
23 ST,SA0,2.98497083333,8,31,12598.25
LEXINGTON AV/53,WE16,2.9827,5,2,100962.0
42 ST-BRYANT PK,MO16,2.97905,6,6,79743.0
34 ST-HERALD SQ,SA20,2.97693333333,7,12,55616.0
28 ST,FR20,2.97008194444,9,14,22204.9166667
LEXINGTON AV/53,TU16,2.96908333333,5,2,100145.0
LEXINGTON AV/53,TH16,2.965,5,2,99900.0
GRD CNTRL-42 ST,TH4,2.96412083333,7,9,59347.25
23 ST,SU0,2.9613625,8,31,11181.75
28 ST,SU16,2.96014484127,9,14,21608.6904762
34 ST-PENN STA,SA8,2.95826720367,7,12,54496.0322204
28 ST,SU12,2.95593571429,9,14,21356.1428571
23 ST,FR0,2.95525,8,31,10815.0
14 ST-UNION SQ,TH20,2.95500416667,5,7,91800.25
14 ST-UNION SQ,WE20,2.95144166667,5,7,91586.5
33 ST,MO12,2.94801875,9,11,25381.125
GRD CNTRL-42 ST,TU4,2.93663690476,7,9,57698.2142857
23 ST,TH0,2.9336,8,31,9516.0
GRD CNTRL-42 ST,SU16,2.93199583333,7,9,57419.75
42 ST-PORT AUTH,MO16,2.93045,6,6,76827.0
14 ST,WE16,2.92462083333,5,2,97477.25
23 ST,WE0,2.92023333333,8,31,8714.0
TIMES SQ-42 ST,TU20,2.91805,6,6,76083.0
23 ST,TU0,2.90516666667,8,31,7810.0
GRD CNTRL-42 ST,FR20,2.90269583333,7,9,55661.75
14 ST,TH16,2.90244583333,5,2,96146.75
14 ST,TU16,2.88585,5,2,95151.0
14 ST-UNION SQ,SA16,2.88374583333,5,7,87524.75
28 ST,SA20,2.88305753968,9,14,16983.452381
33 ST,WE20,2.87969038461,9,11,21281.4230769
23 ST,SA4,2.87915416667,8,31,6249.25
33 ST,TH20,2.87320753205,9,11,20892.4519231
33 ST,FR8,2.87309583333,9,11,20885.75
33 ST,WE8,2.8722161859,9,11,20832.9711538
GRD CNTRL-42 ST,SU12,2.8700375,7,9,53702.25
33 ST,TH8,2.86977318768,9,11,20686.3912608
28 ST,SA8,2.8677468254,9,14,16064.8095238
23 ST,MO0,2.86679583333,8,31,5507.75
33 ST,TU20,2.86518782051,9,11,20411.2692308
TIMES SQ-42 ST,TH12,2.85341666667,6,6,72205.0
FULTON ST,FR16,2.85310833333,3,0,126186.5
14 ST-UNION SQ,TU20,2.85309166667,5,7,85685.5
TIMES SQ-42 ST,SA16,2.85081666667,6,6,72049.0
23 ST,SU4,2.84914583333,8,31,4448.75
TIMES SQ-42 ST,WE12,2.84906666667,6,6,71944.0
33 ST,TU8,2.84572416667,9,11,19243.45
34 ST-PENN STA,SU8,2.83741801802,7,12,47245.0810811
28 ST,SU20,2.83450396825,9,14,14070.2380952
28 ST,TU4,2.82893531746,9,14,13736.1190476
28 ST,WE4,2.82483174603,9,14,13489.9047619
28 ST,SU8,2.82079742063,9,14,13247.8452381
28 ST,TH4,2.8180531746,9,14,13083.1904762
28 ST,FR4,2.79974960317,9,14,11984.9761905
33 ST,MO20,2.7975,9,11,16350.0
34 ST-HERALD SQ,SU20,2.79546666667,7,12,44728.0
33 ST,MO8,2.79493917396,9,11,16196.3504377
33 ST,SA12,2.79333333333,9,11,16100.0
59 ST COLUMBUS,MO16,2.78361666667,4,1,105517.0
28 ST,MO4,2.77723055556,9,14,10633.8333333
33 ST,SA16,2.77501666667,9,11,15001.0
TIMES SQ-42 ST,TU12,2.77285,6,6,67371.0
TIMES SQ-42 ST,SA20,2.77055,6,6,67233.0
42 ST-PORT AUTH,TH4,2.76745833333,6,6,67047.5
59 ST COLUMBUS,FR16,2.7654,4,1,104424.0
42 ST-PORT AUTH,FR12,2.76518333333,6,6,66911.0
33 ST,FR20,2.7520875,9,11,13625.25
GRD CNTRL-42 ST,FR4,2.7512,7,9,46572.0
42 ST-PORT AUTH,TU4,2.74615,6,6,65769.0
14 ST,FR16,2.73505416667,5,2,86103.25
33 ST,SU12,2.72654166667,9,11,12092.5
33 ST,WE4,2.72228589744,9,11,11837.1538462
TIMES SQ-42 ST,SU16,2.71923333333,6,6,64154.0
33 ST,SU16,2.71905,9,11,11643.0
FULTON ST,MO16,2.71070963377,3,0,117642.578026
33 ST,TH4,2.7068926282,9,11,10913.5576923
28 ST,SU0,2.7065375,9,14,6392.25
33 ST,TU4,2.70619583333,9,11,10871.75
28 ST,FR0,2.70532380952,9,14,6319.42857143
28 ST,SA0,2.70528690476,9,14,6317.21428571
TIMES SQ-42 ST,MO20,2.70376666667,6,6,63226.0
42 ST-PORT AUTH,WE4,2.699775,6,6,62986.5
28 ST,TH0,2.69570654762,9,14,5742.39285714
33 ST,FR4,2.69503333333,9,11,10202.0
33 ST,SA20,2.6940375,9,11,10142.25
33 ST,SA8,2.69304583333,9,11,10082.75
28 ST,WE0,2.69221428571,9,14,5532.85714286
LEXINGTON AV/53,FR16,2.6844,5,2,83064.0
42 ST-PORT AUTH,TH12,2.68432083333,6,6,62059.25
28 ST,SA4,2.68044186508,9,14,4826.51190476
28 ST,TU0,2.67905119048,9,14,4743.07142857
14 ST-UNION SQ,SA12,2.67875312841,5,7,75225.1877047
33 ST,MO4,2.66951666667,9,11,8671.0
28 ST,MO0,2.6688422619,9,14,4130.53571429
28 ST,SU4,2.66369662698,9,14,3821.79761905
GRD CNTRL-42 ST,MO4,2.6605875,7,9,41135.25
42 ST-PORT AUTH,FR4,2.659025,6,6,60541.5
42 ST-PORT AUTH,SA16,2.6576,6,6,60456.0
42 ST-PORT AUTH,WE12,2.65581666667,6,6,60349.0
33 ST,SU8,2.65342083333,9,11,7705.25
42 ST-PORT AUTH,TU12,2.64783333333,6,6,59870.0
33 ST,SU20,2.6467875,9,11,7307.25
14 ST-UNION SQ,SU16,2.64316055556,5,7,73089.6333333
14 ST,MO16,2.6199375,5,2,79196.25
47-50 STS ROCK,FR12,2.6187,6,3,62622.0
TIMES SQ-42 ST,FR20,2.6163,6,6,57978.0
42 ST-PORT AUTH,MO12,2.59666666667,6,6,56800.0
GRD CNTRL-42 ST,SA20,2.59616666667,7,9,37270.0
GRD CNTRL-42 ST,SA8,2.5952946372,7,9,37217.6782317
42 ST-PORT AUTH,SA12,2.591525,6,6,56491.5
CHAMBERS ST,TU16,2.58758210617,1,1,138754.92637
TIMES SQ-42 ST,MO12,2.586,6,6,56160.0
33 ST,FR0,2.58515,9,11,3609.0
33 ST,TH0,2.58371442308,9,11,3522.86538462
33 ST,SU0,2.58248958333,9,11,3449.375
33 ST,WE0,2.58076602564,9,11,3345.96153846
33 ST,SA0,2.58064166667,9,11,3338.5
33 ST,TU0,2.5716625,9,11,2799.75
33 ST,SA4,2.57,9,11,2700.0
42 ST-PORT AUTH,SU16,2.568275,6,6,55096.5
42 ST-PORT AUTH,TH20,2.56555833333,6,6,54933.5
LEXINGTON AV/53,MO16,2.56448333333,5,2,75869.0
CHAMBERS ST,WE16,2.56325325568,1,1,137295.195341
33 ST,MO0,2.55824583333,9,11,1994.75
33 ST,SU4,2.55798125,9,11,1978.875
34 ST-HERALD SQ,SA8,2.54811027778,7,12,29886.6166667
GRD CNTRL-42 ST,SU8,2.54288333333,7,9,34073.0
42 ST-PORT AUTH,MO4,2.53893333333,6,6,53336.0
CHAMBERS ST,TH16,2.52804107187,1,1,135182.464312
42 ST-PORT AUTH,WE20,2.52558333333,6,6,52535.0
34 ST-HERALD SQ,TH4,2.51998333333,7,12,28199.0
14 ST-UNION SQ,FR20,2.51469166667,5,7,65381.5
14 ST-UNION SQ,MO20,2.5141911172,5,7,65351.4670319
34 ST-HERALD SQ,WE4,2.51411666667,7,12,27847.0
42 ST-PORT AUTH,SA20,2.5111,6,6,51666.0
GRD CNTRL-42 ST,SU20,2.50466666667,7,9,31780.0
34 ST-HERALD SQ,TU4,2.49678333333,7,12,26807.0
TIMES SQ-42 ST,SU20,2.49618333333,6,6,50771.0
TIMES SQ-42 ST,TH8,2.48931666667,6,6,50359.0
14 ST-UNION SQ,MO12,2.48778681049,5,7,63767.2086295
TIMES SQ-42 ST,WE8,2.48521769388,6,6,50113.0616327
TIMES SQ-42 ST,FR8,2.47518333333,6,6,49511.0
42 ST-PORT AUTH,TU20,2.47165,6,6,49299.0
34 ST-HERALD SQ,SU8,2.46686666667,7,12,25012.0
34 ST-HERALD SQ,FR4,2.46663333333,7,12,24998.0
14 ST-UNION SQ,SA20,2.46647916667,5,7,62488.75
TIMES SQ-42 ST,SA12,2.4654,6,6,48924.0
TIMES SQ-42 ST,TU8,2.44775972222,6,6,47865.5833333
42 ST-PORT AUTH,SU12,2.44598333333,6,6,47759.0
18 ST,TH16,2.44163333333,8,7,15998.0
18 ST,WE16,2.4403,8,7,15918.0
18 ST,TU16,2.43393333333,8,7,15536.0
42 ST-PORT AUTH,MO20,2.42806666667,6,6,46684.0
14 ST-UNION SQ,SU12,2.40558194445,5,7,58834.9166667
18 ST,FR16,2.39786666667,8,7,13372.0
34 ST-HERALD SQ,MO4,2.39426666667,7,12,20656.0
FULTON ST,FR12,2.38929482953,3,0,98357.6897716
42 ST-PORT AUTH,SU20,2.3865,6,6,44190.0
51 ST,WE16,2.38563333333,6,3,48638.0
42 ST-BRYANT PK,FR12,2.3853,6,6,44118.0
49 ST,WE16,2.38524166667,6,1,51614.5
5 AV/53 ST,WE16,2.3847,6,5,45582.0
5 AV/53 ST,TH16,2.38250833333,6,5,45450.5
18 ST,MO16,2.38075,8,7,12345.0
42 ST-PORT AUTH,FR20,2.38028333333,6,6,43817.0
5 AV/53 ST,TU16,2.374375,6,5,44962.5
WALL ST,WE16,2.37413333333,1,15,104948.0
WALL ST,TU16,2.36675833333,1,15,104505.5
51 ST,TH16,2.36611666667,6,3,47467.0
59 ST,WE16,2.3572,0,0,141432.0
47-50 STS ROCK,WE12,2.35318333333,6,3,46691.0
14 ST,FR12,2.35312916667,5,2,63187.75
49 ST,TU16,2.35293333333,6,1,49676.0
WALL ST,TH16,2.34980833333,1,15,103488.5
34 ST-HERALD SQ,SA0,2.34912157407,7,12,17947.2944444
14 ST-UNION SQ,FR8,2.34655416667,5,7,55293.25
49 ST,TH16,2.34208333333,6,1,49025.0
18 ST,FR12,2.33565,8,7,9639.0
47-50 STS ROCK,TH12,2.33466666667,6,3,45580.0
34 ST-HUDSON YD,TU16,2.32823333333,7,12,16694.0
18 ST,TH12,2.32703333333,8,7,9122.0
34 ST-HUDSON YD,WE16,2.32636666667,7,12,16582.0
18 ST,WE12,2.32495,8,7,8997.0
34 ST-PENN STA,SU0,2.32333828829,7,12,16400.2972973
34 ST-PENN STA,SA0,2.32268896396,7,12,16361.3378378
TIMES SQ-42 ST,MO8,2.32176666667,6,6,40306.0
34 ST-PENN STA,SA4,2.3172213964,7,12,16033.2837838
59 ST,TU16,2.31541666667,0,0,138925.0
34 ST-HUDSON YD,TH16,2.31431666667,7,12,15859.0
18 ST,TU12,2.31041666667,8,7,8125.0
34 ST-PENN STA,FR0,2.3069527027,7,12,15417.1621622
51 ST,TU16,2.29728333333,6,3,43337.0
TIMES SQ-42 ST,SU12,2.2969,6,6,38814.0
5 AV/53 ST,FR16,2.29641666667,6,5,40285.0
14 ST-UNION SQ,TH8,2.29490739349,5,7,52194.4436092
42 ST-PORT AUTH,SA8,2.29439735522,6,6,38663.8413133
18 ST,MO12,2.2935,8,7,7110.0
CANAL ST,TH16,2.29201666667,1,3,118021.0
18 ST,WE8,2.28535,8,7,6621.0
18 ST,TU8,2.2828,8,7,6468.0
18 ST,SA16,2.27778333333,8,7,6167.0
18 ST,FR8,2.27616666667,8,7,6070.0
34 ST-PENN STA,TH0,2.27543671171,7,12,13526.2027027
18 ST,TH8,2.27281666667,8,7,5869.0
34 ST-HUDSON YD,MO16,2.27073333333,7,12,13244.0
CANAL ST,TU16,2.26833333333,1,3,116600.0
34 ST-PENN STA,WE0,2.26782252252,7,12,13069.3513514
18 ST,SA12,2.26628333333,8,7,5477.0
34 ST-PENN STA,MO0,2.26560247748,7,12,12936.1486486
34 ST-PENN STA,TU0,2.26545,7,12,12927.0
18 ST,MO8,2.2643,8,7,5358.0
34 ST-HUDSON YD,FR16,2.26315,7,12,12789.0
CANAL ST,WE16,2.26193541667,1,3,116216.125
18 ST,TH20,2.2617,8,7,5202.0
18 ST,WE20,2.26065,8,7,5139.0
5 AV/53 ST,FR12,2.25611666667,6,5,37867.0
34 ST-HERALD SQ,SU0,2.25598333333,7,12,12359.0
18 ST,SU16,2.25448333333,8,7,4769.0
59 ST COLUMBUS,FR12,2.25126666667,4,1,73576.0
18 ST,TU20,2.24765,8,7,4359.0
14 ST,WE12,2.247275,5,2,56836.5
18 ST,SU12,2.24195,8,7,4017.0
34 ST-PENN STA,SU4,2.24086148649,7,12,11451.6891892
34 ST-HERALD SQ,FR0,2.2374,7,12,11244.0
14 ST,TH12,2.23628333333,5,2,56177.0
18 ST,MO20,2.23475,8,7,3585.0
14 ST-UNION SQ,TU8,2.23271583333,5,7,48462.95
34 ST-HUDSON YD,FR12,2.22868333333,7,12,10721.0
18 ST,FR20,2.22788333333,8,7,3173.0
18 ST,SA20,2.22521666667,8,7,3013.0
FULTON ST,TH12,2.22366641208,3,0,88419.9847245
14 ST,TU12,2.22325833333,5,2,55395.5
34 ST-HUDSON YD,WE12,2.22178333333,7,12,10307.0
125 ST,TH16,2.21870833333,3,0,88122.5
47-50 STS ROCK,TU12,2.21815,6,3,38589.0
42 ST-PORT AUTH,SU8,2.21805833333,6,6,34083.5
34 ST-HUDSON YD,TH12,2.21668333333,7,12,10001.0
49 ST,FR16,2.21598333333,6,1,41459.0
42 ST-BRYANT PK,WE12,2.21505,6,6,33903.0
49 ST,MO16,2.21471666667,6,1,41383.0
34 ST-HERALD SQ,TH0,2.21421666667,7,12,9853.0
18 ST,SU20,2.21181666667,8,7,2209.0
18 ST,SA8,2.21105,8,7,2163.0
34 ST-HERALD SQ,SA4,2.20605759259,7,12,9363.45555556
42 ST-BRYANT PK,TH12,2.20538333333,6,6,33323.0
5 AV/53 ST,MO16,2.202025,6,5,34621.5
86 ST,TH16,2.20115,0,0,132069.0
34 ST-HUDSON YD,TU12,2.20078333333,7,12,9047.0
18 ST,SU8,2.20038333333,8,7,1523.0
GRD CNTRL-42 ST,FR0,2.2003125,7,9,13518.75
FULTON ST,WE12,2.19921372999,3,0,86952.8237996
14 ST-UNION SQ,SU20,2.19912416667,5,7,46447.45
86 ST,WE16,2.1989125,0,0,131934.75
86 ST,TU16,2.19769166667,0,0,131861.5
18 ST,TH4,2.19653333333,8,7,1292.0
18 ST,FR4,2.19548333333,8,7,1229.0
18 ST,TU4,2.19486666667,8,7,1192.0
18 ST,WE4,2.1947,8,7,1182.0
18 ST,SA0,2.19428333333,8,7,1157.0
18 ST,MO4,2.19395,8,7,1137.0
34 ST-HERALD SQ,WE0,2.19341666667,7,12,8605.0
51 ST,FR16,2.19177916667,6,3,37006.75
18 ST,SU0,2.19123333333,8,7,974.0
42 ST-BRYANT PK,WE20,2.18931666667,6,6,32359.0
34 ST-HUDSON YD,SA16,2.18918333333,7,12,8351.0
59 ST COLUMBUS,TH12,2.18855,4,1,69813.0
FULTON ST,TU12,2.18718579242,3,0,86231.1475451
18 ST,FR0,2.18553333333,8,7,632.0
51 ST,MO16,2.18547903858,6,3,36628.7423146
34 ST-HERALD SQ,TU0,2.18461666667,7,12,8077.0
GRD CNTRL-42 ST,SA0,2.18450416667,7,9,12570.25
125 ST,WE16,2.184375,3,0,86062.5
18 ST,SA4,2.18436666667,8,7,562.0
18 ST,TH0,2.184,8,7,540.0
18 ST,MO0,2.18383333333,8,7,530.0
42 ST-BRYANT PK,TH20,2.18366666667,6,6,32020.0
18 ST,SU4,2.18301666667,8,7,481.0
5 AV/53 ST,TH12,2.18253333333,6,5,33452.0
GRD CNTRL-42 ST,TH0,2.1824,7,9,12444.0
18 ST,WE0,2.1812,8,7,372.0
18 ST,TU0,2.18035,8,7,321.0
42 ST-BRYANT PK,TU12,2.18031666667,6,6,31819.0
14 ST-UNION SQ,WE8,2.17924153053,5,7,45254.491832
125 ST,FR16,2.17854166667,3,0,85712.5
5 AV/53 ST,WE12,2.17850833333,6,5,33210.5
34 ST-HUDSON YD,MO12,2.1773,7,12,7638.0
59 ST COLUMBUS,WE12,2.17330833333,4,1,68898.5
47-50 STS ROCK,TH20,2.1728,6,3,35868.0
34 ST-HUDSON YD,SA12,2.16530416667,7,12,6918.25
GRD CNTRL-42 ST,WE0,2.16500416667,7,9,11400.25
34 ST-HUDSON YD,SU16,2.16386666667,7,12,6832.0
34 ST-HERALD SQ,MO0,2.16381666667,7,12,6829.0
47-50 STS ROCK,WE20,2.16225,6,3,35235.0
125 ST,TU16,2.1615,3,0,84690.0
14 ST,TH20,2.153975,5,2,51238.5
