STATION,SHIFT,COMB_SCORE,SCHOOLS,BUSINESS,TRAFFIC
EUCLID AV,WE0,0.012125,0,0,485.0
PARSONS BLVD,FR20,0.030775,0,0,1231.0
HIGH ST,FR4,0.6065,2,2,2260.0
CORTLANDT ST,FR16,0.93815625,1,10,17526.25
ST LAWRENCE AV,WE16,0.051025,0,0,2041.0
215 ST,TU16,0.553025,2,0,2121.0
ATLANTIC AV,SU16,0.016475,0,0,659.0
34 ST-HERALD SQ,SU4,2.18675,7,12,5470.0
233 ST,FR4,0.17484375,0,0,6993.75
81 ST-MUSEUM,FR8,0.7484125,2,1,8936.5
CYPRESS HILLS,FR4,0.051225,0,0,2049.0
9TH STREET,SU20,0.0720409854498,0,0,2881.63941799
CRESCENT ST,SU20,0.02645,0,0,1058.0
18 AV,FR4,0.37381875,0,0,14952.75
40 ST LOWERY ST,TU8,0.6677,1,1,15708.0
71 ST,SA0,0.003875,0,0,155.0
36 ST,TH12,0.456716666667,0,0,18268.6666667
25 ST,TH4,0.05745,0,0,2298.0
145 ST,WE8,1.493075,1,0,49723.0
ROOSEVELT ISLND,TU0,1.256675,5,0,267.0
145 ST,TU20,0.56995,1,0,12798.0
SPRING ST,MO0,0.448225,1,7,929.0
EASTN PKWY-MUSM,TH4,0.31145,1,0,2458.0
FREEMAN ST,TU20,0.03713125,0,0,1485.25
75 ST-ELDERTS,TH20,0.021575,0,0,863.0
175 ST,TU20,0.069725,0,0,2789.0
AVENUE N,SA16,0.02793125,0,0,1117.25
FRANKLIN ST,TH16,0.50285,1,1,9114.0
BEDFORD PK BLVD,TH8,1.05728125,3,0,12291.25
CENTRAL PK N110,WE12,0.2097,0,0,8388.0
49 ST,TU8,1.87255,6,1,13902.0
138/GRAND CONC,TH20,0.2781,1,0,1124.0
BROOKLYN BRIDGE,FR4,0.332825,1,1,2313.0
233 ST,FR20,0.03595,0,0,1438.0
75 ST-ELDERTS,SU16,0.0262,0,0,1048.0
BOROUGH HALL,MO12,1.24,2,0,29600.0
BEDFORD AV,SU16,0.893225,1,0,25729.0
NEW UTRECHT AV,FR8,0.133146891457,0,0,5325.87565828
PARKCHESTER,MO12,0.2783125,0,0,11132.5
238 ST,SU12,0.28989375,1,0,1595.75
WESTCHESTER SQ,SA16,0.062425,0,0,2497.0
2 AV,TU4,0.457425,1,1,7297.0
FREEMAN ST,FR16,0.09395,0,0,3758.0
CLARK ST,SU0,0.516825,2,0,673.0
BEACH 44 ST,FR16,0.01175,0,0,470.0
ST LAWRENCE AV,TU4,0.152775,0,0,6111.0
14TH STREET,TH0,1.35250616631,5,2,2100.24665241
JUNIUS ST,SA20,0.016775,0,0,671.0
8 AV,FR20,0.55091875,0,0,22036.75
104 ST,FR8,0.105625,0,0,4225.0
FOREST HILLS 71,WE0,0.05206875,0,0,2082.75
FULTON ST,SA16,1.787690625,3,0,41507.625
86 ST,MO0,0.129675,0,0,5187.0
QUEENSBORO PLZ,FR0,0.533525,2,0,1341.0
ROCKAWAY AV,FR12,0.273198684822,0,0,10927.9473929
80 ST,TU8,0.102892146669,0,0,4115.68586675
NOSTRAND AV,WE16,0.73585,1,0,19434.0
174 ST,MO12,0.14434375,0,0,5773.75
96 ST,FR4,1.14639375,0,0,45855.75
34 ST-HUDSON YD,TH12,2.300025,7,12,10001.0
AVENUE I,SU4,0.0102875,0,0,411.5
34 ST-HUDSON YD,WE0,2.06565,7,12,626.0
14 ST,TH0,1.5301125,5,2,9204.5
NECK RD,TU16,0.05915,0,0,2366.0
SUTTER AV-RUTLD,TU20,0.060275,0,0,2411.0
WOODHAVEN BLVD,SU16,0.339557988645,0,0,13582.3195458
15 ST-PROSPECT,WE16,0.11753125,0,0,4701.25
FAR ROCKAWAY,SU16,0.05735,0,0,2294.0
TREMONT AV,SA0,0.52038125,2,0,815.25
AVENUE N,TH20,0.02135,0,0,854.0
47-50 STS ROCK,MO8,1.84608333333,6,3,10843.3333333
LIBERTY AV,SU0,0.007875,0,0,315.0
ATL AV-BARCLAY,SA16,1.434375,2,0,37375.0
MARBLE HILL-225,TU12,0.621925,2,0,4877.0
BAY RIDGE-95 ST,FR0,0.003325,0,0,133.0
MARBLE HILL-225,TH16,0.631225,2,0,5249.0
METROPOLITAN AV,SU8,0.1249375,0,0,4997.5
36 ST,FR8,0.309743839927,0,0,12389.7535971
BROADWAY JCT,SU4,0.05915,0,0,2366.0
HARLEM 148 ST,FR0,0.50335,2,0,134.0
ALLERTON AV,TH16,0.08966875,0,0,3586.75
MONTROSE AV,TH8,0.2600375,0,0,10401.5
NORWOOD AV,SA0,0.00769953125,0,0,307.98125
BEACH 98 ST,MO0,0.0016375,0,0,65.5
FOREST AVE,FR8,0.1238875,0,0,4955.5
125 ST,FR16,2.8928125,3,0,85712.5
190 ST,MO4,0.0853,0,0,3412.0
BUSHWICK AV,TU0,0.003,0,0,120.0
STERLING ST,TH20,0.284675,1,0,1387.0
BAYCHESTER AV,TH4,0.1449125,0,0,5796.5
FORDHAM RD,WE16,1.54545,4,0,21818.0
20 AV,TH0,0.00513125,0,0,205.25
JACKSON AV,SA20,0.04490625,0,0,1796.25
STEINWAY ST,TU16,0.3455,0,0,13820.0
QUEENS PLAZA,TH20,0.62615,2,0,5046.0
65 ST,TU20,0.0208705093806,0,0,834.820375222
81 ST-MUSEUM,MO20,0.69529375,2,1,6811.75
PELHAM BAY PARK,TH20,0.061925,0,0,2477.0
WESTCHESTER SQ,SU20,0.028,0,0,1120.0
BROADWAY JCT,FR12,0.215625,0,0,8625.0
ELMHURST AV,TH4,0.362415,0,0,14496.6
SENECA AVE,TU16,0.03459375,0,0,1383.75
21 ST-QNSBRIDGE,MO0,0.7612,3,0,448.0
PELHAM BAY PARK,FR16,0.131,0,0,5240.0
FT HAMILTON PKY,TH0,0.0178620535714,0,0,714.482142857
182-183 STS,TU4,0.9007,3,0,6028.0
BRIARWOOD,WE8,0.189675,0,0,7587.0
CHRISTOPHER ST,SA20,0.87809615906,2,2,13123.8463624
JUNCTION BLVD,SA8,0.48355,0,0,19342.0
EAST BROADWAY,TU8,0.3987,0,0,15948.0
65 ST,MO4,0.10158125,0,0,4063.25
FT HAMILTON PKY,WE12,0.265942410715,0,0,10637.6964286
111 ST,MO12,0.25325,0,0,10130.0
LORIMER ST,FR12,0.49460625,1,0,9784.25
CORTLANDT ST,SU0,0.52090625,1,10,836.25
CONEY IS-STILLW,WE20,0.20039375,0,0,8015.75
FRESH POND RD,WE4,0.2479625,0,0,9918.5
82 ST-JACKSON H,FR16,0.39605,0,0,15842.0
VAN SICLEN AV,SU20,0.04265,0,0,1706.0
BEVERLY RD,SA20,0.031825,0,0,1273.0
SUTPHIN BLVD,TH0,0.010025,0,0,401.0
40 ST LOWERY ST,SA4,0.33005,1,1,2202.0
MOSHOLU PKWY,SU16,0.339425,1,0,3577.0
PELHAM BAY PARK,TH12,0.132625,0,0,5305.0
FLUSHING-MAIN,MO4,1.1553125,0,0,46212.5
7 AV,MO12,0.7066875,0,0,28267.5
51 ST,MO20,1.8304028368,6,3,10216.1134719
TIMES SQ-42 ST,TH8,2.908975,6,6,50359.0
PROSPECT AV,FR0,0.031546875,0,0,1261.875
AVENUE P,SU16,0.02805,0,0,1122.0
CONEY IS-STILLW,TU0,0.05681875,0,0,2272.75
77 ST,SU12,0.536475,0,0,21459.0
ELDER AV,TH12,0.13435625,0,0,5374.25
1 AV,MO16,1.62035,4,0,24814.0
MARCY AV,WE8,0.60249375,1,0,14099.75
59 ST COLUMBUS,MO4,1.2285,4,1,8140.0
BEACH 105 ST,SA8,0.003025,0,0,121.0
KNICKERBOCKER,FR4,0.11208125,0,0,4483.25
JACKSON AV,MO16,0.09528125,0,0,3811.25
CENTRAL PK N110,SA16,0.190325,0,0,7613.0
BUHRE AV,SU12,0.03135625,0,0,1254.25
BRIARWOOD,TH16,0.065025,0,0,2601.0
BEDFORD PK BLVD,FR16,0.9580625,3,0,8322.5
CENTRAL AV,FR4,0.10940625,0,0,4376.25
174-175 STS,TU16,0.369475,1,0,4779.0
AVENUE N,TU4,0.11778125,0,0,4711.25
1 AV,WE16,1.751275,4,0,30051.0
30 AV,MO4,0.22905,0,0,9162.0
DITMAS AV,FR12,0.05976875,0,0,2390.75
NECK RD,FR12,0.06085,0,0,2434.0
KINGSTON AV,TH12,0.355975,1,0,4239.0
30 AV,TH4,0.30545,0,0,12218.0
52 ST,TU0,0.01339375,0,0,535.75
PROSPECT AV,FR20,0.0843,0,0,3372.0
BAY RIDGE-95 ST,MO0,0.0031,0,0,124.0
FOREST HILLS 71,TU16,0.501645833333,0,0,20065.8333333
21 ST-QNSBRIDGE,SA16,0.866225,3,0,4649.0
AQUEDUCT RACETR,WE4,0.01965,0,0,786.0
ELDER AV,FR16,0.09636875,0,0,3854.75
34 ST-HUDSON YD,SA8,2.116625,7,12,2665.0
ROCKAWAY AV,SA16,0.132213959478,0,0,5288.55837912
BERGEN ST,WE0,0.52255,2,0,902.0
BUHRE AV,MO8,0.0783,0,0,3132.0
V.CORTLANDT PK,WE16,0.116275,0,0,4651.0
KEW GARDENS,SU20,0.099084375,0,0,3963.375
JAY ST-METROTEC,WE16,2.3405625,2,0,73622.5
ST LAWRENCE AV,MO4,0.113275,0,0,4531.0
20 AV,TU12,0.11823125,0,0,4729.25
51 ST,SA12,1.85854369159,6,3,11341.7476636
INTERVALE AV,MO16,0.06370625,0,0,2548.25
BEACH 36 ST,FR8,0.022175,0,0,887.0
8 AV,SU20,0.43183125,0,0,17273.25
75 ST-ELDERTS,SU0,0.0043,0,0,172.0
225 ST,MO0,0.01378125,0,0,551.25
E 143/ST MARY'S,TH16,0.0274,0,0,1096.0
39 AV,MO0,0.5049,2,0,196.0
PARKSIDE AV,SU0,0.263475,1,0,539.0
JACKSON AV,MO8,0.12213125,0,0,4885.25
BURKE AV,TU4,0.134825,0,0,5393.0
30 AV,SA20,0.12235,0,0,4894.0
GRAHAM AV,WE4,0.143425,0,0,5737.0
CANARSIE-ROCKAW,TH20,0.10250625,0,0,4100.25
NEWKIRK AV,TU12,0.3940375,1,0,5761.5
9 AV,FR0,0.01154375,0,0,461.75
SENECA AVE,SA0,0.00356875,0,0,142.75
74 ST-BROADWAY,SA8,0.061325,0,0,2453.0
67 AV,SU20,0.026825,0,0,1073.0
HEWES ST,FR8,0.31233125,1,0,2493.25
1 AV,WE0,1.071775,4,0,2871.0
ELMHURST AV,TU0,0.0076,0,0,304.0
KINGS HWY,MO16,0.405975,0,0,16239.0
WOODLAWN,SA16,0.122425,0,0,4897.0
116 ST-COLUMBIA,FR4,0.5757875,2,0,3031.5
AVENUE M,SU8,0.05125,0,0,2050.0
ATL AV-BARCLAY,TH16,1.672925,2,0,46917.0
ASTORIA BLVD,TU20,0.063775,0,0,2551.0
36 AV,MO16,0.64475,2,0,5790.0
55 ST,WE16,0.06585,0,0,2634.0
CITY HALL,FR16,0.573775,1,1,11951.0
GRAND-NEWTOWN,SA0,0.015775,0,0,631.0
69 ST,SA8,0.10794375,0,0,4317.75
176 ST,TH20,0.299475,1,0,1979.0
AVENUE M,FR20,0.0185,0,0,740.0
BRIARWOOD,SA0,0.003025,0,0,121.0
219 ST,TU0,0.0161609375,0,0,646.4375
71 ST,TH12,0.0909,0,0,3636.0
ROCKAWAY AV,TH12,0.258944140625,0,0,10357.765625
103 ST-CORONA,TU0,0.5234,2,0,936.0
SIMPSON ST,TH20,0.08525,0,0,3410.0
CRESCENT ST,MO12,0.0817125,0,0,3268.5
57 ST-7 AV,SU4,0.030225,0,0,1209.0
170 ST,MO8,0.371475599183,0,0,14859.0239673
63 DR-REGO PARK,SU0,0.012975,0,0,519.0
NEPTUNE AV,SU4,0.0092,0,0,368.0
JAMAICA VAN WK,SA0,0.00856875,0,0,342.75
EAST 105 ST,SA4,0.03563125,0,0,1425.25
FRANKLIN ST,SU4,0.282025,1,1,281.0
161/YANKEE STAD,WE8,0.71497113372,1,0,18598.8453488
NECK RD,SA0,0.003575,0,0,143.0
NEPTUNE AV,FR12,0.03995625,0,0,1598.25
HEWES ST,WE16,0.31231875,1,0,2492.75
4 AV-9 ST,TH4,0.040575,0,0,1623.0
MIDDLETOWN RD,SA0,0.00376875,0,0,150.75
59 ST,TH12,1.62895,0,0,65158.0
KINGS HWY,MO8,0.648116935485,0,0,25924.6774194
BEACH 105 ST,SA20,0.003575,0,0,143.0
MORGAN AV,MO0,0.017375,0,0,695.0
23 ST,TU20,4.6628875,8,31,75515.5
170 ST,SU8,0.215575,0,0,8623.0
PRINCE ST,WE8,1.04925,2,15,6970.0
BURKE AV,SU16,0.0330875,0,0,1323.5
CASTLE HILL AV,SA20,0.03995,0,0,1598.0
FLUSHING-MAIN,TH8,1.918125,0,0,76725.0
BAY PKWY,SA4,0.223325,0,0,8933.0
CANARSIE-ROCKAW,TU0,0.04255625,0,0,1702.25
AVENUE U,SU12,0.14829375,0,0,5931.75
53 ST,WE12,0.138375,0,0,5535.0
72 ST,SU20,1.26693125,3,0,20677.25
75 AV,SU8,0.0415,0,0,1660.0
67 AV,MO0,0.004775,0,0,191.0
50 ST,TH16,2.1673,0,0,86692.0
PRESIDENT ST,SU4,0.26265,1,0,506.0
PELHAM PKWY,SU0,0.02659375,0,0,1063.75
18 ST,TU20,2.283975,8,7,4359.0
77 ST,TH16,1.157278125,0,0,46291.125
ZEREGA AV,MO20,0.0132,0,0,528.0
34 ST-HUDSON YD,WE20,2.1495,7,12,3980.0
CANARSIE-ROCKAW,MO20,0.0886625,0,0,3546.5
116 ST,MO0,0.5755125,2,0,3020.5
74 ST-BROADWAY,FR12,0.07895,0,0,3158.0
80 ST,SU4,0.03086875,0,0,1234.75
KINGSBRIDGE RD,FR0,0.80451875,3,0,2180.75
23 ST,TU4,3.374225,8,31,23969.0
NORWOOD AV,MO20,0.02800265625,0,0,1120.10625
ALABAMA AV,TU20,0.03116875,0,0,1246.75
191 ST,WE12,0.191075,0,0,7643.0
ATLANTIC AV,TU0,0.00265,0,0,106.0
HALSEY ST,MO16,0.22376875,0,0,8950.75
BEACH 67 ST,SA16,0.0549,0,0,2196.0
57 ST,MO12,1.01803125,3,0,10721.25
170 ST,SA20,0.121425,0,0,4857.0
5 AV/59 ST,MO16,0.6445875,0,0,25783.5
18 ST,SA20,2.250325,8,7,3013.0
90 ST-ELMHURST,FR8,0.482675,0,0,19307.0
WINTHROP ST,SU8,0.30825625,1,0,2330.25
HOUSTON ST,TU20,0.6460375,1,5,10841.5
LEXINGTON AV/63,WE4,0.87545,3,2,3018.0
E 143/ST MARY'S,FR12,0.03420625,0,0,1368.25
67 AV,TU16,0.130025,0,0,5201.0
VAN SICLEN AVE,SU0,0.01000625,0,0,400.25
SOUTH FERRY,MO12,0.31988125,0,2,10795.25
14TH STREET,SA8,1.36330877976,5,2,2532.35119048
INWOOD-207 ST,FR0,0.27435625,1,0,974.25
BAY PKWY,WE16,0.26890625,0,0,10756.25
34 ST-PENN STA,SA0,2.45903344594,7,12,16361.3378378
55 ST,TH16,0.0663,0,0,2652.0
21 ST-QNSBRIDGE,WE20,0.823525,3,0,2941.0
86 ST,WE4,1.42661875,0,0,57064.75
W 8 ST-AQUARIUM,TH16,0.072675,0,0,2907.0
WOODHAVEN BLVD,SA12,0.4582875,0,0,18331.5
WINTHROP ST,TU8,0.41264375,1,0,6505.75
HOUSTON ST,MO4,0.4251125,1,5,2004.5
HARLEM 148 ST,SU0,0.50505,2,0,202.0
METROPOLITAN AV,MO8,0.217920889875,0,0,8716.83559499
CLASSON AV,MO20,0.2782,1,0,1128.0
5 AV/59 ST,TU4,0.0376375,0,0,1505.5
CHRISTOPHER ST,SA8,0.650598703704,2,2,4023.94814815
FOREST HILLS 71,FR8,0.68590173157,0,0,27436.0692628
DELANCEY/ESSEX,TU0,0.0985875,0,0,3943.5
AVENUE M,TH4,0.106875,0,0,4275.0
ATLANTIC AV,TH20,0.0134,0,0,536.0
NEPTUNE AV,MO20,0.0097375,0,0,389.5
163 ST-AMSTERDM,SA20,0.0312125,0,0,1248.5
BUHRE AV,SU20,0.01079375,0,0,431.75
ROCKAWAY AV,SU8,0.130566294643,0,0,5222.65178571
AVENUE H,TH4,0.3209,1,0,2836.0
COURT SQ,TH12,0.858025,2,0,14321.0
BUHRE AV,WE0,0.00838125,0,0,335.25
EASTN PKWY-MUSM,TH12,0.35195,1,0,4078.0
FLUSHING-MAIN,WE0,0.06285,0,0,2514.0
FLUSHING AV,TH8,0.2487625,0,0,9950.5
BRONX PARK EAST,SU12,0.03431875,0,0,1372.75
FRANKLIN ST,TU20,0.36980625,1,1,3792.25
NOSTRAND AV,SU20,0.4037,1,0,6148.0
HEWES ST,SU4,0.2592125,1,0,368.5
125 ST,MO0,0.912075,3,0,6483.0
AVENUE I,TH12,0.05434375,0,0,2173.75
HIGH ST,TH8,0.775875,2,2,9035.0
MYRTLE AV,SU20,0.0781,0,0,3124.0
FAR ROCKAWAY,MO16,0.0994,0,0,3976.0
163 ST-AMSTERDM,SA4,0.049125,0,0,1965.0
65 ST,SU16,0.03763125,0,0,1505.25
WOODHAVEN BLVD,TH0,0.05705625,0,0,2282.25
65 ST,SA20,0.01989375,0,0,795.75
INTERVALE AV,WE0,0.00885,0,0,354.0
42 ST-PORT AUTH,SA12,3.0622875,6,6,56491.5
CANARSIE-ROCKAW,MO8,0.271975,0,0,10879.0
BROOK AV,MO16,0.358560484318,1,0,4342.41937271
169 ST,TH4,0.236925,0,0,9477.0
ASTORIA BLVD,SA4,0.07195,0,0,2878.0
COURT SQ,TH20,0.661725,2,0,6469.0
CHURCH AV,TH12,0.699125,0,0,27965.0
AVENUE I,TU16,0.0482,0,0,1928.0
AVENUE J,TH20,0.295275,1,0,1811.0
UTICA AV,FR0,0.0512875,0,0,2051.5
86 ST,TU4,1.24186875,0,0,49674.75
AQUEDUCT RACETR,MO16,0.0591,0,0,2364.0
75 AV,TU20,0.017975,0,0,719.0
SHEPHERD AV,SA12,0.0522375,0,0,2089.5
61 ST WOODSIDE,FR16,0.30725625,0,0,12290.25
GRAND ARMY PLAZ,FR4,0.469728846154,1,0,8789.15384615
GATES AV,TH8,0.17741875,0,0,7096.75
DEKALB AV,TH16,1.263125,2,0,30525.0
2 AV,SA8,0.45115,1,1,7046.0
BERGEN ST,FR16,0.857175,2,0,14287.0
170 ST,MO12,0.34215,0,0,13686.0
233 ST,TH20,0.042525,0,0,1701.0
SPRING ST,WE20,0.80535,1,7,15214.0
RALPH AV,SU0,0.0207375,0,0,829.5
PRINCE ST,FR12,1.3202,2,15,17808.0
BAY PKWY,FR8,0.5673703125,0,0,22694.8125
238 ST,MO4,0.38169375,1,0,5267.75
KEW GARDENS,FR20,0.122034375,0,0,4881.375
STERLING ST,FR16,0.360275,1,0,4411.0
61 ST WOODSIDE,TU16,0.28026875,0,0,11210.75
TREMONT AV,WE16,0.64861875,2,0,5944.75
81 ST-MUSEUM,TH4,0.66083125,2,1,5433.25
BROAD ST,MO16,0.88649375,1,14,11459.75
170 ST,SA16,0.22509375,0,0,9003.75
JAY ST-METROTEC,SA16,1.105075,2,0,24203.0
PRESIDENT ST,MO12,0.330725,1,0,3229.0
MONTROSE AV,FR12,0.15515,0,0,6206.0
CASTLE HILL AV,SU12,0.08805,0,0,3522.0
COURT SQ,TU20,0.6565,2,0,6260.0
CORTLANDT ST,SA4,0.5158875,1,10,635.5
42 ST-PORT AUTH,TU12,3.14675,6,6,59870.0
AVENUE P,SU20,0.011475,0,0,459.0
CHURCH AV,MO20,0.19423125,0,0,7769.25
GREENPOINT AV,TU0,0.010775,0,0,431.0
18 AV,WE20,0.07090625,0,0,2836.25
33 ST,SU0,2.611234375,9,11,3449.375
GRAHAM AV,TU8,0.35325,0,0,14130.0
YORK ST,FR0,0.55556875,2,1,1222.75
WAKEFIELD/241,FR4,0.15671875,0,0,6268.75
SIMPSON ST,WE12,0.2415375,0,0,9661.5
FRANKLIN AV,FR20,0.62950625,2,0,5180.25
169 ST,WE20,0.0535,0,0,2140.0
BEDFORD-NOSTRAN,MO16,0.3866,1,0,5464.0
ASTORIA DITMARS,FR20,0.097875,0,0,3915.0
SHEPHERD AV,TH16,0.04755625,0,0,1902.25
WALL ST,SA0,0.687125,1,15,2485.0
BEACH 44 ST,MO0,0.0015,0,0,60.0
175 ST,SU0,0.010775,0,0,431.0
GATES AV,MO8,0.1488875,0,0,5955.5
BEACH 25 ST,SA16,0.017625,0,0,705.0
YORK ST,SA16,0.73038125,2,1,8215.25
33 ST,FR4,2.78005,9,11,10202.0
EAST 105 ST,SU16,0.03063125,0,0,1225.25
BERGEN ST,FR8,0.91670582829,2,0,16668.2331316
CLEVELAND ST,TU16,0.05336875,0,0,2134.75
ATLANTIC AV,TU12,0.02825,0,0,1130.0
COURT SQ,MO20,0.61875,2,0,4750.0
ROCKAWAY BLVD,TH20,0.05795625,0,0,2318.25
149/GRAND CONC,SU12,0.38855,1,0,5542.0
FRESH POND RD,FR0,0.00976875,0,0,390.75
CANARSIE-ROCKAW,TH4,0.4504375,0,0,18017.5
INTERVALE AV,MO20,0.025975,0,0,1039.0
BROADWAY JCT,FR4,0.214375,0,0,8575.0
2 AV,FR16,0.7834,1,1,20336.0
NEPTUNE AV,TH12,0.0416875,0,0,1667.5
33 ST-RAWSON ST,TU8,0.648,2,0,5920.0
METROPOLITAN AV,TH12,0.24731875,0,0,9892.75
ROCKAWAY BLVD,SU12,0.080925,0,0,3237.0
KINGSBRIDGE RD,SA8,1.0384375,3,0,11537.5
CHURCH AV,WE12,0.687845833333,0,0,27513.8333333
HALSEY ST,FR12,0.2922625,0,0,11690.5
9TH STREET,FR12,0.0943219460425,0,0,3772.8778417
BOTANIC GARDEN,SA12,0.27968125,1,0,1187.25
5 AV/59 ST,FR12,0.583925,0,0,23357.0
59 ST COLUMBUS,SA8,1.6466,4,1,24864.0
GATES AV,TH4,0.16384375,0,0,6553.75
VERNON-JACKSON,TH16,0.8788,2,1,14152.0
BEACH 25 ST,TH0,0.00335,0,0,134.0
49 ST,TH0,1.6149,6,1,3596.0
183 ST,SA16,0.82985,3,0,3194.0
E 143/ST MARY'S,MO16,0.02329375,0,0,931.75
BEACH 98 ST,SU16,0.03134375,0,0,1253.75
SENECA AVE,SU12,0.03140625,0,0,1256.25
WOODHAVEN BLVD,MO12,0.54119375,0,0,21647.75
ROOSEVELT ISLND,SA12,1.36875,5,0,4750.0
190 ST,SA4,0.0253,0,0,1012.0
JUNIUS ST,WE8,0.087175,0,0,3487.0
CORTLANDT ST,TU8,0.629444838308,1,10,5177.79353234
ASTORIA BLVD,FR4,0.2495,0,0,9980.0
BROADWAY,MO8,0.53263125,0,0,21305.25
85 ST-FOREST PK,SU20,0.0154,0,0,616.0
5 AV/53 ST,TH0,1.662475,6,5,1499.0
WAKEFIELD/241,SU4,0.04540625,0,0,1816.25
PELHAM PKWY,TH16,0.2426625,0,0,9706.5
WAKEFIELD/241,WE0,0.02419375,0,0,967.75
VAN SICLEN AVE,SA20,0.02389375,0,0,955.75
BRONX PARK EAST,FR12,0.05646875,0,0,2258.75
RALPH AV,MO12,0.11220625,0,0,4488.25
FRESH POND RD,TU16,0.06233125,0,0,2493.25
CANARSIE-ROCKAW,TH12,0.25391875,0,0,10156.75
225 ST,SA4,0.050875,0,0,2035.0
MARBLE HILL-225,TH0,0.50315,2,0,126.0
72 ST,SA12,1.68611875,3,0,37444.75
BRONX PARK EAST,MO4,0.083125,0,0,3325.0
EASTCHSTER/DYRE,WE8,0.09295625,0,0,3718.25
BURNSIDE AV,SU20,0.5668,2,0,2672.0
PARK PLACE,WE8,0.344228125,1,0,3769.125
WINTHROP ST,SA20,0.2854,1,0,1416.0
HUNTERS PT AV,TU4,0.7293,2,0,9172.0
E 143/ST MARY'S,SU20,0.0049625,0,0,198.5
85 ST-FOREST PK,SA4,0.054575,0,0,2183.0
SIMPSON ST,TH12,0.25041875,0,0,10016.75
MORRIS PARK,TU0,0.00159375,0,0,63.75
65 ST,SU0,0.00573125,0,0,229.25
PELHAM PKWY,TH20,0.1076375,0,0,4305.5
HOUSTON ST,FR4,0.42918125,1,5,2167.25
75 ST-ELDERTS,WE0,0.004875,0,0,195.0
14 ST,SU4,1.40175,5,2,4070.0
9 AV,WE4,0.18688125,0,0,7475.25
167 ST,FR16,0.375166666668,0,0,15006.6666667
155 ST,SU16,0.33164375,1,0,3265.75
MYRTLE AV,MO4,0.24146875,0,0,9658.75
170 ST,FR12,0.3821625,0,0,15286.5
55 ST,SU4,0.007225,0,0,289.0
FOREST AVE,WE4,0.16624375,0,0,6649.75
AVENUE J,SU12,0.31945,1,0,2778.0
ST LAWRENCE AV,SA16,0.0476,0,0,1904.0
JAMAICA 179 ST,TU12,0.29585,0,0,11834.0
PARKSIDE AV,SU8,0.31574375,1,0,2629.75
HUNTS POINT AV,SA4,0.1021,0,0,4084.0
CHAMBERS ST,TU8,1.36446258449,1,1,43578.5033797
7 AV,TU8,0.75301875,0,0,30120.75
20 AV,MO8,0.18435,0,0,7374.0
BEACH 105 ST,MO8,0.00360319148935,0,0,144.127659574
JUNCTION BLVD,TH12,0.3604,0,0,14416.0
ALABAMA AV,MO8,0.0439875,0,0,1759.5
JACKSON AV,TH12,0.1492125,0,0,5968.5
61 ST WOODSIDE,TU4,0.5506,0,0,22024.0
3 AV 138 ST,SA8,1.1192125,4,0,4768.5
SHEEPSHEAD BAY,TU4,0.5150875,0,0,20603.5
42 ST-PORT AUTH,WE8,3.89022490528,6,6,89608.9962111
W 4 ST-WASH SQ,FR16,1.84561875,2,2,51824.75
116 ST,TH0,0.5929,2,0,3716.0
49 ST,WE0,1.606925,6,1,3277.0
5 AVE,WE12,1.5348,5,1,10392.0
8 ST-NYU,TH4,1.226425,4,6,3057.0
53 ST,FR12,0.1428,0,0,5712.0
KINGSTON AV,MO16,0.3405,1,0,3620.0
233 ST,TU12,0.0998682189543,0,0,3994.72875817
ELMHURST AV,TH12,0.247925,0,0,9917.0
BEACH 25 ST,TU8,0.0412,0,0,1648.0
51 ST,TU20,1.87975373344,6,3,12190.1493378
CENTRAL AV,MO16,0.04519375,0,0,1807.75
CASTLE HILL AV,FR12,0.1296,0,0,5184.0
JACKSON AV,SU12,0.0712,0,0,2848.0
MOSHOLU PKWY,MO20,0.32082,1,0,2832.8
EAST 105 ST,FR8,0.10338125,0,0,4135.25
HALSEY ST,SA8,0.28818125,0,0,11527.25
191 ST,TU0,0.005225,0,0,209.0
BOROUGH HALL,TU20,0.851175,2,0,14047.0
ST LAWRENCE AV,SA4,0.052875,0,0,2115.0
ASTORIA DITMARS,WE20,0.0987,0,0,3948.0
GATES AV,TU4,0.17154375,0,0,6861.75
5 AV/53 ST,WE16,2.76455,6,5,45582.0
96 ST,TH12,1.8970125,0,0,75880.5
LAFAYETTE AV,TH0,0.77265625,3,0,906.25
VAN SICLEN AV,MO0,0.0136875,0,0,547.5
69 ST,TH8,0.12746875,0,0,5098.75
137 ST CITY COL,SA4,0.64020625,2,0,5608.25
PROSPECT AV,WE4,0.2936125,0,0,11744.5
PARKSIDE AV,TH12,0.36101875,1,0,4440.75
VAN SICLEN AVE,MO20,0.0194875,0,0,779.5
1 AV,FR0,1.1,4,0,4000.0
57 ST,WE20,1.10725,3,0,14290.0
GREENPOINT AV,WE12,0.16015,0,0,6406.0
BOROUGH HALL,FR16,1.6827,2,0,47308.0
CANARSIE-ROCKAW,WE12,0.2506125,0,0,10024.5
3 AV,MO0,1.0307,4,0,1228.0
SOUTH FERRY,SU12,0.17545,0,2,5018.0
96 ST,FR16,1.974925,0,0,78997.0
TREMONT AV,TU4,0.85965625,2,0,14386.25
PROSPECT PARK,TH12,0.440425,1,0,7617.0
WOODLAWN,TU20,0.07,0,0,2800.0
