STATION,SHIFT,COMB_SCORE,SCHOOLS,BUSINESS,TRAFFIC
68ST-HUNTER CO,WE8,1.57271875,4,1,21908.75
45 ST,TH4,0.14605,0,0,5842.0
HOUSTON ST,TU8,0.56603125,1,5,7641.25
EASTN PKWY-MUSM,SU16,0.37045,1,0,4818.0
CLASSON AV,SA16,0.30765,1,0,2306.0
BOROUGH HALL,WE20,0.85775,2,0,14310.0
ATL AV-BARCLAY,SU8,0.891975,2,0,15679.0
SMITH-9 ST,FR12,0.118925,0,0,4757.0
MORISN AV/SNDVW,SU8,0.087275,0,0,3491.0
LORIMER ST,SA12,0.4400625,1,0,7602.5
AQUEDUCT N.COND,TU0,0.00698125,0,0,279.25
157 ST,WE4,0.2735375,0,0,10941.5
ROOSEVELT ISLND,WE20,1.303475,5,0,2139.0
8 ST-NYU,SA8,1.2528,4,6,4112.0
28 ST,TU4,2.94340297619,9,14,13736.1190476
163 ST-AMSTERDM,FR16,0.07750625,0,0,3100.25
3 AV-149 ST,SA16,1.3085,4,0,12340.0
225 ST,SU16,0.0433125,0,0,1732.5
VAN SICLEN AVE,WE4,0.11483125,0,0,4593.25
BROADWAY,FR8,0.61784375,0,0,24713.75
ASTORIA BLVD,MO8,0.42465,0,0,16986.0
57 ST,SA4,0.7763,3,0,1052.0
V.CORTLANDT PK,MO4,0.1809,0,0,7236.0
PARKSIDE AV,SA8,0.337337233488,1,0,3493.48933954
BEVERLY RD,MO16,0.053925,0,0,2157.0
80 ST,TH12,0.065875,0,0,2635.0
137 ST CITY COL,WE20,0.62726875,2,0,5090.75
50 ST,FR20,0.64535,0,0,25814.0
OCEAN PKWY,MO4,0.0652,0,0,2608.0
ST LAWRENCE AV,SA0,0.007275,0,0,291.0
HOYT-SCHER,TU16,0.869725,2,0,14789.0
RECTOR ST,TH4,0.680125,1,14,3205.0
BEVERLY RD,TH0,0.0046,0,0,184.0
ST LAWRENCE AV,WE20,0.02415,0,0,966.0
65 ST,FR16,0.06145,0,0,2458.0
163 ST-AMSTERDM,TH12,0.09964375,0,0,3985.75
LAFAYETTE AV,SU8,0.79745625,3,0,1898.25
40 ST LOWERY ST,MO4,0.43725,1,1,6490.0
215 ST,MO12,0.5453,2,0,1812.0
33 ST-RAWSON ST,TH16,1.075075,2,0,23003.0
233 ST,WE0,0.016225,0,0,649.0
CANAL ST,TU0,0.4652,1,3,5608.0
HALSEY ST,SU8,0.231825,0,0,9273.0
169 ST,MO8,0.213225,0,0,8529.0
80 ST,SU12,0.052075,0,0,2083.0
GRANT AV,TU12,0.118725,0,0,4749.0
E 143/ST MARY'S,TU16,0.0276125,0,0,1104.5
MONTROSE AV,WE16,0.15455,0,0,6182.0
CORTELYOU RD,SU8,0.3214,1,0,2856.0
FORDHAM RD,MO16,1.48515,4,0,19406.0
116 ST-COLUMBIA,WE0,0.5292,2,0,1168.0
HIGH ST,FR12,0.776925,2,2,9077.0
FLUSHING AV,TU4,0.18725625,0,0,7490.25
MORISN AV/SNDVW,SA16,0.075425,0,0,3017.0
ROCKAWAY BLVD,SA0,0.01721875,0,0,688.75
WOODLAWN,WE4,0.270825,0,0,10833.0
NORWOOD 205 ST,WE12,0.4238,1,0,6952.0
DYCKMAN ST,SA20,0.36505625,1,0,4602.25
BEACH 36 ST,TU16,0.0133,0,0,532.0
BEDFORD AV,MO8,0.954,1,0,28160.0
103 ST,SU12,0.9936125,2,0,19744.5
238 ST,FR12,0.31625625,1,0,2650.25
JEFFERSON ST,TH16,0.18925,0,0,7570.0
219 ST,FR8,0.0854375,0,0,3417.5
BUHRE AV,SA20,0.01553125,0,0,621.25
CENTRAL PK N110,FR12,0.23025,0,0,9210.0
SOUTH FERRY,TH0,0.0755625,0,2,1022.5
CENTRAL PK N110,SU4,0.036325,0,0,1453.0
STERLING ST,WE4,0.386625,1,0,5465.0
88 ST,FR8,0.0820625,0,0,3282.5
42 ST-BRYANT PK,SA12,1.990425,6,6,13617.0
116 ST,SU0,0.60523125,2,0,4209.25
METROPOLITAN AV,TU20,0.16471875,0,0,6588.75
15 ST-PROSPECT,FR20,0.038053125,0,0,1522.125
BOROUGH HALL,SU16,0.8294,2,0,13176.0
WALL ST,SU12,0.9718375,1,15,13873.5
238 ST,TH0,0.25845,1,0,338.0
LORIMER ST,SU20,0.33574375,1,0,3429.75
25 AV,WE8,0.1814,0,0,7256.0
69 ST,WE0,0.01291875,0,0,516.75
BURKE AV,FR4,0.12705,0,0,5082.0
121 ST,SU0,0.0065,0,0,260.0
METS-WILLETS PT,WE0,0.21415625,0,0,8566.25
BROOKLYN BRIDGE,WE16,1.23768863636,1,1,38507.5454545
GREENPOINT AV,TH16,0.27675,0,0,11070.0
BOROUGH HALL,TH20,0.861475,2,0,14459.0
72 ST,FR0,0.90318125,3,0,6127.25
53 ST,SA12,0.112225,0,0,4489.0
20 AV,FR4,0.205725,0,0,8229.0
68ST-HUNTER CO,TH16,2.175275,4,1,46011.0
149/GRAND CONC,WE12,0.651425,1,0,16057.0
ROCKAWAY PARK B,FR16,0.015575,0,0,623.0
8 ST-NYU,WE20,1.53675,4,6,15470.0
PROSPECT AV,TU12,0.308921875,0,0,12356.875
INTERVALE AV,SA20,0.02265,0,0,906.0
CORTLANDT ST,SU16,0.7262875,1,10,9051.5
34 ST-PENN STA,MO12,4.7265331081,7,12,107061.324324
ROCKAWAY PARK B,FR0,0.00228125,0,0,91.25
GREENPOINT AV,FR16,0.257625,0,0,10305.0
ROOSEVELT ISLND,SA4,1.269125,5,0,765.0
QUEENSBORO PLZ,FR16,0.9363,2,0,17452.0
104 ST,SA8,0.0617,0,0,2468.0
NORWOOD AV,MO8,0.08119703125,0,0,3247.88125
WHITEHALL S-FRY,TH16,0.7852125,0,6,25408.5
45 ST,SU4,0.02155,0,0,862.0
42 ST-BRYANT PK,TH4,1.7285,6,6,3140.0
BROADWAY,WE0,0.0232875,0,0,931.5
JAMAICA VAN WK,TU4,0.13781875,0,0,5512.75
PELHAM BAY PARK,WE4,0.27535,0,0,11014.0
GRAND ST,SU8,0.225125,0,0,9005.0
49 ST,SU20,1.909525,6,1,15381.0
BOROUGH HALL,SA4,0.558225,2,0,2329.0
SOUTH FERRY,MO0,0.06685625,0,2,674.25
GRD CNTRL-42 ST,SU0,2.22590625,7,9,10036.25
233 ST,WE4,0.18131875,0,0,7252.75
WOODLAWN,SU4,0.029075,0,0,1163.0
W 4 ST-WASH SQ,SU0,0.90239375,2,2,14095.75
GRAHAM AV,SA16,0.157875,0,0,6315.0
ATLANTIC AV,MO8,0.033625,0,0,1345.0
FRANKLIN AV,WE20,0.66101875,2,0,6440.75
CARROLL ST,TH12,0.46605,1,0,8642.0
4AV-9 ST,TU16,0.23795,0,0,9518.0
137 ST CITY COL,WE8,0.808758859333,2,0,12350.3543733
BAY RIDGE AV,TH20,0.047575,0,0,1903.0
RALPH AV,FR0,0.0193,0,0,772.0
65 ST,FR20,0.01908125,0,0,763.25
103 ST,SA8,0.947563841972,2,0,17902.5536789
BLEECKER ST,SU4,0.578775,1,12,1151.0
4 AV-9 ST,TH20,0.048125,0,0,1925.0
8 AV,FR8,0.612313936387,0,0,24492.5574555
EAST BROADWAY,FR16,0.44615,0,0,17846.0
WINTHROP ST,WE0,0.2618,1,0,472.0
71 ST,FR20,0.02155,0,0,862.0
AVENUE X,MO12,0.047875,0,0,1915.0
FREEMAN ST,TH4,0.141828125,0,0,5673.125
CONEY IS-STILLW,TH12,0.41284375,0,0,16513.75
238 ST,SA8,0.2796125,1,0,1184.5
WOODHAVEN BLVD,TH8,0.650909341363,0,0,26036.3736545
W 8 ST-AQUARIUM,TU12,0.07185,0,0,2874.0
BAY 50 ST,TH16,0.048975,0,0,1959.0
HOWARD BCH JFK,TU8,0.0912351117885,0,0,3649.40447154
KNICKERBOCKER,MO4,0.0909625,0,0,3638.5
103 ST-CORONA,SA20,0.619425,2,0,4777.0
75 ST-ELDERTS,TU16,0.05415,0,0,2166.0
MORRIS PARK,TH20,0.007975,0,0,319.0
25 AV,TH8,0.1847125,0,0,7388.5
21 ST-QNSBRIDGE,WE8,1.05265,3,0,12106.0
CYPRESS HILLS,FR16,0.026475,0,0,1059.0
8 ST-NYU,WE16,1.78555,4,6,25422.0
PELHAM PKWY,TH0,0.0364625,0,0,1458.5
PARKSIDE AV,TH20,0.29650625,1,0,1860.25
KEW GARDENS,WE12,0.5361375,0,0,21445.5
167 ST,MO12,0.383875,0,0,15355.0
RALPH AV,SU20,0.042825,0,0,1713.0
HEWES ST,MO4,0.29385625,1,0,1754.25
LORIMER ST,FR4,0.5061,1,0,10244.0
9 AV,SU16,0.05173125,0,0,2069.25
30 AV,SA16,0.223675,0,0,8947.0
LIVONIA AV,TU16,0.0576875,0,0,2307.5
BAY RIDGE AV,WE12,0.193,0,0,7720.0
CRESCENT ST,TH20,0.0284875,0,0,1139.5
ASTORIA BLVD,MO12,0.1844,0,0,7376.0
FRESH POND RD,MO12,0.0906,0,0,3624.0
HARLEM 148 ST,SA4,0.52915,2,0,1166.0
207 ST,SU16,0.57025,2,0,2810.0
BRONX PARK EAST,SU8,0.03056875,0,0,1222.75
KNICKERBOCKER,WE20,0.0257625,0,0,1030.5
68ST-HUNTER CO,WE16,2.20689375,4,1,47275.75
18 ST,TH20,2.30505,8,7,5202.0
219 ST,TU20,0.0236125,0,0,944.5
135 ST,SU8,1.0086125,3,0,10344.5
81 ST-MUSEUM,FR4,0.6471,2,1,4884.0
238 ST,SU4,0.26588125,1,0,635.25
RECTOR ST,TU0,0.61185,1,14,474.0
49 ST,SA16,2.111875,6,1,23475.0
SUTTER AV,FR20,0.03584375,0,0,1433.75
34 ST-PENN STA,TH20,3.9882679054,7,12,77530.7162162
PROSPECT AV,FR16,0.29481875,0,0,11792.75
7 AV,SU20,0.2027,0,0,8108.0
96 ST,WE8,1.858990625,0,0,74359.625
5 AV/59 ST,SA8,0.1137,0,0,4548.0
34 ST-PENN STA,SA20,3.60306513514,7,12,62122.6054054
81 ST-MUSEUM,TU0,0.5505,2,1,1020.0
BEDFORD PK BLVD,SA4,0.88248125,3,0,5299.25
FRANKLIN ST,SU12,0.33895625,1,1,2558.25
34 ST-PENN STA,SU12,4.11144932432,7,12,82457.972973
GREENPOINT AV,SA16,0.14725,0,0,5890.0
5 AV/53 ST,FR12,2.571675,6,5,37867.0
BEVERLY RD,FR16,0.067,0,0,2680.0
WHITLOCK AV,SA8,0.028,0,0,1120.0
MYRTLE AV,WE0,0.0318625,0,0,1274.5
WINTHROP ST,SA16,0.31885625,1,0,2754.25
B'WAY-LAFAYETTE,WE16,1.892725,2,14,41709.0
CARROLL ST,TH8,0.723175,1,0,18927.0
14TH STREET,FR4,1.36369061462,5,2,2547.62458464
69 ST,TH4,0.1335375,0,0,5341.5
BRIGHTON BEACH,TH16,0.314675,0,0,12587.0
KINGSBRIDGE RD,MO0,0.79915,3,0,1966.0
LIBERTY AV,MO0,0.0069625,0,0,278.5
61 ST WOODSIDE,MO8,0.403329605007,0,0,16133.1842003
FLUSHING-MAIN,WE20,0.534425,0,0,21377.0
UNION ST,TU12,0.10335,0,0,4134.0
SHEEPSHEAD BAY,FR8,0.356225,0,0,14249.0
BAY PKWY,WE8,0.580173217112,0,0,23206.9286845
GRANT AV,TU8,0.225325,0,0,9013.0
21 ST,TH16,0.81085,3,0,2434.0
PARKSIDE AV,MO8,0.3644875,1,0,4579.5
34 ST-PENN STA,FR0,2.43542905405,7,12,15417.1621622
23 ST,SU8,3.3035625,8,31,21142.5
MARBLE HILL-225,SA8,0.546775,2,0,1871.0
ASTORIA BLVD,WE20,0.07215,0,0,2886.0
EAST BROADWAY,FR8,0.393925,0,0,15757.0
15 ST-PROSPECT,TH12,0.12615,0,0,5046.0
HALSEY ST,TH0,0.0280875,0,0,1123.5
219 ST,WE12,0.0622375,0,0,2489.5
BROADWAY,MO16,0.28746875,0,0,11498.75
FAR ROCKAWAY,SU4,0.032125,0,0,1285.0
HUNTS POINT AV,FR8,0.25113125,0,0,10045.25
WINTHROP ST,FR16,0.40860625,1,0,6344.25
ZEREGA AV,FR4,0.08615,0,0,3446.0
8 ST-NYU,MO12,1.43585,4,6,11434.0
49 ST,TH12,2.03345,6,1,20338.0
PELHAM BAY PARK,SA4,0.04505,0,0,1802.0
BEACH 44 ST,MO16,0.0113,0,0,452.0
BRONX PARK EAST,FR8,0.06540625,0,0,2616.25
KINGS HWY,FR8,0.80682125,0,0,32272.85
161/YANKEE STAD,SA16,0.843482083333,1,0,23739.2833333
75 ST-ELDERTS,FR12,0.081425,0,0,3257.0
163 ST-AMSTERDM,MO0,0.01205,0,0,482.0
77 ST,SA16,0.639678125,0,0,25587.125
TREMONT AV,SA12,0.630281603398,2,0,5211.2641359
JEFFERSON ST,SA0,0.04425,0,0,1770.0
88 ST,MO4,0.11201875,0,0,4480.75
BROADWAY JCT,WE0,0.02525,0,0,1010.0
MYRTLE-WILLOUGH,SU20,0.52826875,2,0,1130.75
KEW GARDENS,TH12,0.54596875,0,0,21838.75
169 ST,SA8,0.1376,0,0,5504.0
BEACH 36 ST,WE8,0.022,0,0,880.0
MIDDLETOWN RD,SU12,0.01495625,0,0,598.25
INTERVALE AV,WE8,0.08519375,0,0,3407.75
CHAUNCEY ST,WE16,0.0582375,0,0,2329.5
103 ST,FR4,1.12213795956,2,0,24885.5183824
ATLANTIC AV,SA4,0.0095,0,0,380.0
80 ST,MO0,0.01000625,0,0,400.25
AVENUE P,TU16,0.0409,0,0,1636.0
169 ST,SA16,0.111475,0,0,4459.0
45 ST,SU12,0.073875,0,0,2955.0
OCEAN PKWY,TU8,0.098925,0,0,3957.0
PRINCE ST,WE16,1.57475,2,15,27990.0
FLATBUSH AV-B.C,WE0,0.294225,1,0,1769.0
BRONX PARK EAST,MO8,0.0616875,0,0,2467.5
WALL ST,WE4,0.8674125,1,15,9696.5
21 ST-QNSBRIDGE,SA4,0.796875,3,0,1875.0
EASTCHSTER/DYRE,MO0,0.00210625,0,0,84.25
111 ST,WE0,0.02993125,0,0,1197.25
TREMONT AV,FR12,0.7009375,2,0,8037.5
E 143/ST MARY'S,MO0,0.0027,0,0,108.0
BERGEN ST,TH20,0.66810625,2,0,6724.25
36 AV,SU20,0.5419,2,0,1676.0
HOYT-SCHER,FR0,0.515775,2,0,631.0
SHEEPSHEAD BAY,MO20,0.08220625,0,0,3288.25
174 ST,FR20,0.04299375,0,0,1719.75
3 AV,TH20,1.201725,4,0,8069.0
GATES AV,TH0,0.01659375,0,0,663.75
SHEEPSHEAD BAY,TH12,0.280925,0,0,11237.0
ST LAWRENCE AV,SA20,0.02795,0,0,1118.0
BURKE AV,TH0,0.01239375,0,0,495.75
MONTROSE AV,SA0,0.02745,0,0,1098.0
SUTTER AV-RUTLD,FR20,0.057075,0,0,2283.0
HOYT-SCHER,TH12,0.77715,2,0,11086.0
HOYT-SCHER,WE8,0.70935,2,0,8374.0
LAFAYETTE AV,TU20,0.82856875,3,0,3142.75
51 ST,WE20,1.89581666667,6,3,12832.6666667
BRIARWOOD,FR0,0.0027,0,0,108.0
NEW UTRECHT AV,MO20,0.03240625,0,0,1296.25
STEINWAY ST,FR16,0.393475,0,0,15739.0
74 ST-BROADWAY,SU12,0.085775,0,0,3431.0
33 ST,SA16,2.900025,9,11,15001.0
AVENUE P,MO16,0.036575,0,0,1463.0
COURT SQ,FR16,1.04655,2,0,21862.0
40 ST LOWERY ST,FR16,0.51665,1,1,9666.0
NECK RD,TH4,0.140975,0,0,5639.0
FT HAMILTON PKY,MO12,0.223901923077,0,0,8956.07692308
NEPTUNE AV,MO4,0.04110625,0,0,1644.25
CLEVELAND ST,FR8,0.0882375,0,0,3529.5
RALPH AV,MO20,0.04166875,0,0,1666.75
40 ST LOWERY ST,WE20,0.343225,1,1,2729.0
PARK PLACE,WE4,0.30695625,1,0,2278.25
145 ST,MO16,0.968475,1,0,28739.0
ASTORIA DITMARS,SU0,0.025825,0,0,1033.0
COURT SQ-23 ST,WE20,0.5779,2,0,3116.0
FOREST AVE,MO16,0.0405625,0,0,1622.5
HEWES ST,WE20,0.283775,1,0,1351.0
STEINWAY ST,TU4,0.21185,0,0,8474.0
FT HAMILTON PKY,SU8,0.12520625,0,0,5008.25
NECK RD,FR0,0.00325,0,0,130.0
53 ST,SA20,0.034075,0,0,1363.0
BEACH 60 ST,TU16,0.034425,0,0,1377.0
96 ST,TU12,1.8660125,0,0,74640.5
COURT SQ-23 ST,MO20,0.559,2,0,2360.0
BAY PKWY,WE20,0.108425,0,0,4337.0
50 ST,MO8,0.712775,0,0,28511.0
AVENUE N,MO12,0.058025,0,0,2321.0
3 AV 138 ST,TU16,1.15235,4,0,6094.0
145 ST,SA12,0.989275,1,0,29571.0
5 AV/59 ST,TH4,0.0452875,0,0,1811.5
57 ST-7 AV,TU12,0.469525,0,0,18781.0
161/YANKEE STAD,SU4,0.376258958333,1,0,5050.35833333
CENTRAL AV,SU4,0.01185,0,0,474.0
VAN SICLEN AV,SU4,0.053625,0,0,2145.0
59 ST COLUMBUS,TU8,1.9875,4,1,38500.0
174 ST,FR16,0.12309375,0,0,4923.75
FULTON ST,SU4,0.8350375,3,0,3401.5
FRANKLIN AV,MO16,0.7646625,2,0,10586.5
50 ST,SU20,0.462575,0,0,18503.0
LONGWOOD AV,SA0,0.00761875,0,0,304.75
BROAD ST,TU16,0.95535625,1,14,14214.25
AQUEDUCT N.COND,FR8,0.023425,0,0,937.0
BOWLING GREEN,SU4,0.576875,1,12,1075.0
VAN SICLEN AVE,FR16,0.04979375,0,0,1991.75
21 ST-QNSBRIDGE,TU16,1.016875,3,0,10675.0
KINGS HWY,TH16,0.54885375,0,0,21954.15
BEACH 105 ST,SU12,0.0109125,0,0,436.5
145 ST,MO4,0.80915,1,0,22366.0
FLUSHING-MAIN,FR4,1.344725,0,0,53789.0
SUTTER AV-RUTLD,WE8,0.236475,0,0,9459.0
3 AV-149 ST,FR20,1.211425,4,0,8457.0
WALL ST,TH4,0.8604625,1,15,9418.5
HARLEM 148 ST,SU20,0.5201,2,0,804.0
77 ST,SA8,0.3812125,0,0,15248.5
74 ST-BROADWAY,SU4,0.013425,0,0,537.0
MORISN AV/SNDVW,MO4,0.188175,0,0,7527.0
3 AV-149 ST,TU4,1.406075,4,0,16243.0
OCEAN PKWY,SU8,0.039325,0,0,1573.0
46 ST BLISS ST,SA0,0.27685,1,0,1074.0
BERGEN ST,MO20,0.643559375,2,0,5742.375
WHITEHALL S-FRY,SA8,0.30654375,0,6,6261.75
174 ST,SA16,0.08523125,0,0,3409.25
AVENUE N,MO0,0.0046375,0,0,185.5
103 ST-CORONA,TH4,1.2503,2,0,30012.0
KINGS HWY,SU16,0.229875,0,0,9195.0
135 ST,TH4,1.107525,3,0,14301.0
JUNCTION BLVD,WE4,0.791675,0,0,31667.0
GREENPOINT AV,FR0,0.017175,0,0,687.0
SUTPHIN BLVD,TU12,0.113425,0,0,4537.0
85 ST-FOREST PK,WE8,0.122025,0,0,4881.0
96 ST,SA12,1.20206875,0,0,48082.75
CYPRESS AV,SA16,0.052525,0,0,2101.0
NEWKIRK AV,MO16,0.34170625,1,0,3668.25
NEPTUNE AV,MO16,0.02788125,0,0,1115.25
KNICKERBOCKER,FR20,0.02620625,0,0,1048.25
DELANCEY/ESSEX,SA8,0.28940625,0,0,11576.25
176 ST,SA0,0.2614,1,0,456.0
161/YANKEE STAD,TH8,0.720417084485,1,0,18816.6833794
39 AV,WE0,0.505975,2,0,239.0
CASTLE HILL AV,WE20,0.04325,0,0,1730.0
190 ST,FR4,0.09875,0,0,3950.0
CHURCH AV,TU12,0.6892625,0,0,27570.5
WILSON AV,FR20,0.01745,0,0,698.0
WORLD TRADE CTR,MO0,0.334475,1,3,379.0
RALPH AV,WE16,0.09400625,0,0,3760.25
183 ST,MO8,0.901175,3,0,6047.0
LEXINGTON AV/53,MO4,1.396525,5,2,3861.0
HEWES ST,SU16,0.2851875,1,0,1407.5
METS-WILLETS PT,TU8,0.05763125,0,0,2305.25
36 ST,MO0,0.03440625,0,0,1376.25
BUSHWICK AV,SU4,0.011925,0,0,477.0
68ST-HUNTER CO,SU4,1.066575,4,1,1663.0
AVENUE P,TU4,0.097725,0,0,3909.0
TREMONT AV,SU8,0.6215625,2,0,4862.5
COURT SQ-23 ST,TH20,0.57635,2,0,3054.0
59 ST COLUMBUS,TU16,4.109675,4,1,123387.0
59 ST,FR20,0.7773,0,0,31092.0
69 ST,WE16,0.0906125,0,0,3624.5
KINGSBRIDGE RD,WE4,1.3241125,3,0,22964.5
25 ST,SA12,0.0598,0,0,2392.0
215 ST,TH16,0.553175,2,0,2127.0
QUEENSBORO PLZ,TH20,0.628575,2,0,5143.0
MYRTLE AV,FR16,0.22211875,0,0,8884.75
AQUEDUCT RACETR,SA12,0.0449,0,0,1796.0
WORLD TRADE CTR,TU4,0.409275,1,3,3371.0
SUTPHIN-ARCHER,WE12,0.492125,0,0,19685.0
BEVERLY RD,TU4,0.149425,0,0,5977.0
EASTN PKWY-MUSM,MO4,0.29505,1,0,1802.0
67 AV,SU16,0.068125,0,0,2725.0
BROOKLYN BRIDGE,TU8,0.633275,1,1,14331.0
28 ST,FR12,3.97510803572,9,14,55004.3214286
ST LAWRENCE AV,TU8,0.120375,0,0,4815.0
TREMONT AV,WE4,0.86288125,2,0,14515.25
CENTRAL AV,MO8,0.09333125,0,0,3733.25
59 ST COLUMBUS,FR16,3.6356,4,1,104424.0
BEDFORD PK BLVD,MO8,1.0069,3,0,10276.0
VERNON-JACKSON,TU0,0.54435,2,1,774.0
174 ST,SU4,0.036875,0,0,1475.0
ATL AV-BARCLAY,TH0,0.57265,2,0,2906.0
57 ST-7 AV,SU20,0.21535,0,0,8614.0
SPRING ST,WE12,0.983275,1,7,22331.0
BAYCHESTER AV,TU20,0.0192125,0,0,768.5
CHURCH AV,SU20,0.16405625,0,0,6562.25
W 8 ST-AQUARIUM,TU20,0.016425,0,0,657.0
MORGAN AV,WE0,0.01565,0,0,626.0
157 ST,SU12,0.14926875,0,0,5970.75
4 AV-9 ST,TU4,0.044175,0,0,1767.0
SUTTER AV-RUTLD,SU12,0.090575,0,0,3623.0
155 ST,MO0,0.2670625,1,0,682.5
FLUSHING-MAIN,FR16,1.281775,0,0,51271.0
UNION ST,MO16,0.12715,0,0,5086.0
BEVERLY RD,MO0,0.004925,0,0,197.0
CORTELYOU RD,WE0,0.255025,1,0,201.0
QUEENS PLAZA,FR20,0.57314375,2,0,2925.75
25 AV,FR12,0.12129375,0,0,4851.75
DYCKMAN ST,TH12,0.56744375,1,0,12697.75
CONEY IS-STILLW,TH0,0.0551125,0,0,2204.5
BOTANIC GARDEN,FR0,0.25390625,1,0,156.25
QUEENS PLAZA,TU4,0.59393125,2,0,3757.25
233 ST,SU4,0.04060625,0,0,1624.25
BROADWAY JCT,MO4,0.182375,0,0,7295.0
MARCY AV,TU4,0.500675,1,0,10027.0
85 ST-FOREST PK,SU4,0.0269,0,0,1076.0
5 AVE,TH20,1.51155,5,1,9462.0
BEVERLY RD,MO12,0.07485,0,0,2994.0
67 AV,WE0,0.00425,0,0,170.0
AQUEDUCT N.COND,FR20,0.0089875,0,0,359.5
PARSONS BLVD,WE12,0.1545,0,0,6180.0
82 ST-JACKSON H,FR0,0.02325,0,0,930.0
PROSPECT AV,SA20,0.0896875,0,0,3587.5
MIDDLETOWN RD,FR4,0.0803875,0,0,3215.5
MARCY AV,TH16,0.59335625,1,0,13734.25
BURNSIDE AV,MO12,0.73745,2,0,9498.0
YORK ST,FR16,0.8664125,2,1,13656.5
CLEVELAND ST,MO12,0.06023125,0,0,2409.25
CANARSIE-ROCKAW,FR16,0.22350625,0,0,8940.25
46 ST BLISS ST,WE8,0.72065,1,0,18826.0
174 ST,WE20,0.05025625,0,0,2010.25
STEINWAY ST,MO12,0.288475,0,0,11539.0
8 AV,TH8,0.62890233069,0,0,25156.0932276
AVENUE U,FR16,0.19314375,0,0,7725.75
CONEY IS-STILLW,WE12,0.52066875,0,0,20826.75
WINTHROP ST,MO0,0.26039375,1,0,415.75
EASTCHSTER/DYRE,SA12,0.01161875,0,0,464.75
55 ST,TU12,0.0539,0,0,2156.0
30 AV,FR20,0.0928,0,0,3712.0
18 AV,MO4,0.3236,0,0,12944.0
MARCY AV,SU16,0.42351875,1,0,6940.75
BEACH 36 ST,TH4,0.040025,0,0,1601.0
ZEREGA AV,WE20,0.01639375,0,0,655.75
50 ST,TU20,0.88545,0,0,35418.0
CANAL ST,SU8,0.74889375,1,3,16955.75
TIMES SQ-42 ST,FR4,2.166375,6,6,20655.0
METS-WILLETS PT,SU0,0.0686875,0,0,2747.5
20 AV,SU8,0.10445625,0,0,4178.25
59 ST COLUMBUS,WE12,2.7474625,4,1,68898.5
79 ST,WE12,0.55321875,0,0,22128.75
INTERVALE AV,TU8,0.08051875,0,0,3220.75
CONEY IS-STILLW,MO4,0.276675,0,0,11067.0
72 ST,WE12,1.94135329013,3,0,47654.1316054
25 ST,MO4,0.0553,0,0,2212.0
CLARK ST,MO4,0.5464,2,0,1856.0
CLASSON AV,WE0,0.252125,1,0,85.0
WOODLAWN,TU16,0.156825,0,0,6273.0
PARK PLACE,TH20,0.30476875,1,0,2190.75
WILSON AV,FR8,0.0939,0,0,3756.0
CLINTON-WASH AV,MO16,0.46185,1,0,8474.0
PARSONS BLVD,MO12,0.138325,0,0,5533.0
57 ST-7 AV,TU20,0.395375,0,0,15815.0
121 ST,TH20,0.01965,0,0,786.0
145 ST,WE20,0.5913,1,0,13652.0
PARKSIDE AV,SA16,0.33023125,1,0,3209.25
KINGSTON AV,TU8,0.40935,1,0,6374.0
W 4 ST-WASH SQ,TH12,1.42236875,2,2,34894.75
14TH STREET,SU4,1.32660367394,5,2,1064.14695767
CITY HALL,FR4,0.287025,1,1,481.0
BUHRE AV,SU4,0.01758125,0,0,703.25
PELHAM BAY PARK,FR0,0.01005,0,0,402.0
BUHRE AV,MO20,0.01441875,0,0,576.75
GRD CNTRL-42 ST,FR4,3.1393,7,9,46572.0
104 ST,TH16,0.042125,0,0,1685.0
ROOSEVELT ISLND,MO16,1.36745,5,0,4698.0
AVENUE M,MO16,0.0943,0,0,3772.0
GRAND ST,WE0,0.044375,0,0,1775.0
GRD CNTRL-42 ST,TU20,4.24633125,7,9,90853.25
96 ST,SU8,0.75200625,0,0,30080.25
FT HAMILTON PKY,TH4,0.355179017858,0,0,14207.1607143
E 143/ST MARY'S,TH4,0.0201875,0,0,807.5
CHURCH AV,TU0,0.04968125,0,0,1987.25
BEVERLY RD,TU12,0.07515,0,0,3006.0
46 ST BLISS ST,TU12,0.50255,1,0,10102.0
BOTANIC GARDEN,WE16,0.29408125,1,0,1763.25
86 ST,WE8,3.09325,0,0,123730.0
33 ST,TU8,3.00608625,9,11,19243.45
LIVONIA AV,SA20,0.02506875,0,0,1002.75
EUCLID AV,SA20,0.06805,0,0,2722.0
PRESIDENT ST,SA16,0.290075,1,0,1603.0
SUTTER AV,SU4,0.02903125,0,0,1161.25
15 ST-PROSPECT,TH8,0.21065,0,0,8426.0
28 ST,SA16,3.27782886905,9,14,27113.1547619
CLASSON AV,TU0,0.251975,1,0,79.0
145 ST,TU12,1.00935,1,0,30374.0
CYPRESS AV,FR0,0.0125,0,0,500.0
ATLANTIC AV,SA20,0.01365,0,0,546.0
LEXINGTON AV/63,SA20,0.90755,3,2,4302.0
4AV-9 ST,TH8,0.349225,0,0,13969.0
BEACH 90 ST,SA4,0.00869375,0,0,347.75
52 ST,TH20,0.04979375,0,0,1991.75
GUN HILL RD,TU12,0.2875625,0,0,11502.5
36 ST,TU8,0.318201715785,0,0,12728.0686314
KINGSTON-THROOP,TH16,0.138525,0,0,5541.0
